"","RawName","CorrectedGenus","CorrectedSpecies"
"26270","Vatica tonkinensis","Vatica","tonkinensis"
"26271","Vavaea amicorum","Vavaea","amicorum"
"26272","Vavaea harveyi","Vavaea","harveyi"
"26273","Vavaea macrophylla","Vallea","macrophylla"
"26274","Vavaea sppPacific1","Vavaea",NA
"26275","Veitchia filifera","Veitchia","filifera"
"26276","Veitchia vitiensis","Veitchia","vitiensis"
"26277","Veitchia winin","Veitchia","winin"
"26278","Ventilago africana","Ventilago","africana"
"26279","Ventilago elegans","Ventilago","elegans"
"26280","Ventilago neocaledonica","Ventilago","neocaledonica"
"26281","Ventilago sppAnkarif1","Ventilago",NA
"26282","Ventilago sppKhaoyai1","Ventilago",NA
"26283","Ventilago sppPasoh301","Ventilago",NA
"26284","Ventilago viminalis","Ventilago","viminalis"
"26285","Vepris afzelii","Vepris","afzelii"
"26286","Vepris amaniensis","Vepris","amaniensis"
"26287","Vepris ampody","Vepris","ampody"
"26288","Vepris fitoravina","Vepris","fitoravina"
"26289","Vepris lanceolata","Vepris","lanceolata"
"26290","Vepris louisii","Vepris","louisii"
"26291","Vepris nobilis","Vepris","nobilis"
"26292","Vepris simplicifolia","Vepris","simplicifolia"
"26293","Vepris sppFPnet1","Vepris",NA
"26294","Vepris sppNosymang1","Vepris",NA
"26295","Vepris sppTEAM1","Vepris",NA
"26296","Verbenaceae aegiphila","Aegiphila",NA
"26297","Verbenaceae cornutia","Cornutia",NA
"26298","Verbenaceae sppPacific1","Verbenaceae",NA
"26299","Verbenaceae sppSCA1","Verbenaceae",NA
"26300","Verbenoxylum reitzii","Verbenoxylum","reitzii"
"26301","Verbesina sppAmotape1","Verbesina",NA
"26302","Verbesina sppCedral1","Verbesina",NA
"26303","Vernicia fordii","Vernicia","fordii"
"26304","Vernicia montana","Vernicia","montana"
"26305","Vernonanthura diffusa","Vernonanthura","diffusa"
"26306","Vernonanthura discolor","Vernonanthura","discolor"
"26307","Vernonanthura divaricata","Vernonanthura","divaricata"
"26308","Vernonanthura montevidensis","Vernonanthura","montevidensis"
"26309","Vernonanthura petiolaris","Vernonanthura","petiolaris"
"26310","Vernonanthura puberula","Vernonanthura","puberula"
"26311","Vernonanthura sppBRi1","Vernonanthura",NA
"26312","Vernonia amygdalina","Vernonia","amygdalina"
"26313","Vernonia arborea","Vernonia","arborea"
"26314","Vernonia auriculifera","Vernonia","auriculifera"
"26315","Vernonia baccharoides","Vernonia","baccharoides"
"26316","Vernonia diffusa","Vernonia","diffusa"
"26317","Vernonia lasiopus","Vernonia","lasiopus"
"26318","Vernonia patens","Vernonia","patens"
"26319","Vernonia sppAltodemi1","Vernonia",NA
"26320","Vernonia sppBoraceia1","Vernonia",NA
"26321","Vernonia sppCedral1","Vernonia",NA
"26322","Vernonia sppChirinos1","Vernonia",NA
"26323","Vernonia sppCuangos1","Vernonia",NA
"26324","Vernonia sppIncahuar1","Vernonia",NA
"26325","Vernonia sppLagenoa1","Vernonia",NA
"26326","Vernonia sppMadidiri1","Vernonia",NA
"26327","Vernonia sppMaquipuc1","Vernonia",NA
"26328","Vernonia sppPerinet1","Vernonia",NA
"26329","Vernonia sppPerromue1","Vernonia",NA
"26330","Vernonia sppSacram1","Vernonia",NA
"26331","Vernonia titanophylla","Vernonia","titanophylla"
"26332","Vernonia triflosculosa","Vernonia","triflosculosa"
"26333","Veronica parviflora","Veronica","parviflora"
"26334","Veronica salicifolia","Veronica","salicifolia"
"26335","Veronica stricta","Veronica","stricta"
"26336","Veronica truncatula","Veronica","truncatula"
"26337","Versteegia cauliflora","Versteegia","cauliflora"
"26338","Viburnum anabaptista","Viburnum","anabaptista"
"26339","Viburnum burejaeticum","Viburnum","burejaeticum"
"26340","Viburnum colebrookeanum","Viburnum","colebrookeanum"
"26341","Viburnum costaricanum","Viburnum","costaricanum"
"26342","Viburnum cylindricum","Viburnum","cylindricum"
"26343","Viburnum dilatatum","Viburnum","dilatatum"
"26344","Viburnum fordiae","Viburnum","fordiae"
"26345","Viburnum hartwegii","Viburnum","hartwegii"
"26346","Viburnum lantana","Viburnum","lantana"
"26347","Viburnum lentago","Viburnum","lentago"
"26348","Viburnum odoratissimum","Viburnum","odoratissimum"
"26349","Viburnum prunifolium","Viburnum","prunifolium"
"26350","Viburnum reticulatum","Viburnum","reticulatum"
"26351","Viburnum rufidulum","Viburnum","rufidulum"
"26352","Viburnum sppAchupall1","Viburnum",NA
"26353","Viburnum sppBenito1","Viburnum",NA
"26354","Viburnum sppCAi1","Viburnum",NA
"26355","Viburnum sppCerroayp1","Viburnum",NA
"26356","Viburnum sppElpargo1","Viburnum",NA
"26357","Viburnum sppFincam1","Viburnum",NA
"26358","Viburnum sppFunDiv1","Viburnum",NA
"26359","Viburnum sppGT1","Viburnum",NA
"26360","Viburnum sppMontgome1","Viburnum",NA
"26361","Viburnum sppSabanaru1","Viburnum",NA
"26362","Viburnum sppSietecue1","Viburnum",NA
"26363","Viburnum sppUcumari1","Viburnum",NA
"26364","Viburnum tinoides","Viburnum","tinoides"
"26365","Viburnum tinus","Viburnum","tinus"
"26366","Viburnum triphyllum","Viburnum","triphyllum"
"26367","Viguieranthus longiracemosus","Viguieranthus","longiracemosus"
"26368","Villebrunea rubescens","Villebrunea","rubescens"
"26369","Violaceae sppNC1","Violaceae",NA
"26370","Violaceae sppSCA1","Violaceae",NA
"26371","Virola albidiflora","No","suitable"
"26372","Virola bicuhyba","Virola","bicuhyba"
"26373","Virola caducifolia","Virola","caducifolia"
"26374","Virola calophylla","Virola","calophylla"
"26375","Virola carinata","Virola","carinata"
"26376","Virola crebrinervia","Virola","crebrinervia"
"26377","Virola decorticans","Virola","decorticans"
"26378","Virola divergens","Virola","divergens"
"26379","Virola dixonii","Virola","dixonii"
"26380","Virola duckei","Virola","duckei"
"26381","Virola elliptica","Virola","elliptica"
"26382","Virola elongata","Virola","elongata"
"26383","Virola flexuosa","Virola","flexuosa"
"26384","Virola gardneri","Virola","gardneri"
"26385","Virola gardneriana","Virola",NA
"26386","Virola glaziovii","Virola","glaziovii"
"26387","Virola guatemalensis","Virola","guatemalensis"
"26388","Virola koschneyi","Virola","koschnyi"
"26389","Virola koschnyi","Virola","koschnyi"
"26390","Virola kukachkana","Virola","kukachkana"
"26391","Virola loretensis","Virola","loretensis"
"26392","Virola macrocarpa","Virola","macrocarpa"
"26393","Virola marlenei","Virola","marlenei"
"26394","Virola michelii","Virola","michelii"
"26395","Virola minutiflora","Virola","minutiflora"
"26396","Virola mollissima","Virola","mollissima"
"26397","Virola multiflora","Virola","multiflora"
"26398","Virola multinervia","Virola","multinervia"
"26399","Virola multinervis","Virola","multinervia"
"26400","Virola nobilis","Virola","nobilis"
"26401","Virola obovata","Virola","obovata"
"26402","Virola officinalis","Virola","officinalis"
"26403","Virola oleifera","Virola","oleifera"
"26404","Virola parvifolia","Virola","parvifolia"
"26405","Virola pavonis","Virola","pavonis"
"26406","Virola peruviana","Virola","peruviana"
"26407","Virola reidii","Virola","reidii"
"26408","Virola sebifera","Virola","sebifera"
"26409","Virola sppAllpahua1","Virola",NA
"26410","Virola sppAraracua1","Virola",NA
"26411","Virola sppAraracua2","Virola",NA
"26412","Virola sppAraracua3","Virola",NA
"26413","Virola sppArcating1","Virola",NA
"26414","Virola sppBOi1","Virola",NA
"26415","Virola sppBerbicer1","Virola",NA
"26416","Virola sppBerbicer2","Virola",NA
"26417","Virola sppCR1","Virola",NA
"26418","Virola sppCalabate1","Virola",NA
"26419","Virola sppCarajas1","Virola",NA
"26420","Virola sppConstanc1","Virola",NA
"26421","Virola sppConstanc2","Virola",NA
"26422","Virola sppConstanc3","Virola",NA
"26423","Virola sppConstanc4","Virola",NA
"26424","Virola sppDucke1","Virola",NA
"26425","Virola sppFPnet1","Virola",NA
"26426","Virola sppGF1","Virola",NA
"26427","Virola sppIndiana1","Virola",NA
"26428","Virola sppIndiana2","Virola",NA
"26429","Virola sppJenarohe1","Virola",NA
"26430","Virola sppNangarit1","Virola",NA
"26431","Virola sppNuevomun1","Virola",NA
"26432","Virola sppPE1","Virola",NA
"26433","Virola sppRAINFOR1","Virola",NA
"26434","Virola sppRionegro1","Virola",NA
"26435","Virola sppSCA1","Virola",NA
"26436","Virola sppTEAM1","Virola",NA
"26437","Virola surinamensis","Virola","surinamensis"
"26438","Virola theiodora","Virola","theiodora"
"26439","Virola venosa","Virola","venosa"
"26440","Virotia leptophylla","Virotia","leptophylla"
"26441","Virotia vieillardii","Virotia","vieillardii"
"26442","Vismia amazonica","Vismia","amazonica"
"26443","Vismia baccifera","Vismia","baccifera"
"26444","Vismia billbergiana","Vismia","billbergiana"
"26445","Vismia brasiliensis","Vismia","brasiliensis"
"26446","Vismia camparaguey","Vismia","camparaguey"
"26447","Vismia cauliflora","Vismia","cauliflora"
"26448","Vismia cayennensis","Vismia","cayennensis"
"26449","Vismia confertiflora","Vismia","confertiflora"
"26450","Vismia ferruginea","Vismia","ferruginea"
"26451","Vismia gracilis","Vismia","gracilis"
"26452","Vismia guianensis","Vismia","guianensis"
"26453","Vismia japurensis","Vismia","japurensis"
"26454","Vismia lateriflora","Vismia","lateriflora"
"26455","Vismia latifolia","Vismia","latifolia"
"26456","Vismia lauriformis","Vismia","lauriformis"
"26457","Vismia macrophylla","Vismia","macrophylla"
"26458","Vismia minutiflora","Vismia","minutiflora"
"26459","Vismia pozuzoensis","Vismia","pozuzoensis"
"26460","Vismia ramuliflora","Vismia","ramuliflora"
"26461","Vismia sandwithii","Vismia","sandwithii"
"26462","Vismia schultesii","Vismia","schultesii"
"26463","Vismia sessilifolia","Vismia","sessilifolia"
"26464","Vismia sppAchupall1","Vismia",NA
"26465","Vismia sppAntado1","Vismia",NA
"26466","Vismia sppCampano1","Vismia",NA
"26467","Vismia sppCandamo1","Vismia",NA
"26468","Vismia sppChirinos1","Vismia",NA
"26469","Vismia sppDucke1","Vismia",NA
"26470","Vismia sppFPnet1","Vismia",NA
"26471","Vismia sppGF1","Vismia",NA
"26472","Vismia sppGF2","Vismia",NA
"26473","Vismia sppGT1","Vismia",NA
"26474","Vismia sppIncahuar1","Vismia",NA
"26475","Vismia sppMiazi1","Vismia",NA
"26476","Vismia sppMishnfl1","Vismia",NA
"26477","Vismia sppNangarit1","Vismia",NA
"26478","Vismia sppRAINFOR1","Vismia",NA
"26479","Vismia sppSietecue1","Vismia",NA
"26480","Vismia sppTEAM1","Vismia",NA
"26481","Vismia sppYanamtah1","Vismia",NA
"26482","Vismia tomentosa","Vismia","tomentosa"
"26483","Vismia viridiflora","Vismia","viridiflora"
"26484","Visnea mocanera","Visnea","mocanera"
"26485","Vitcipremna vitilevuensis","Viticipremna","vitilevuensis"
"26486","Vitellaria paradoxa","Vitellaria","paradoxa"
"26487","Vitex altissima","Vitex","altissima"
"26488","Vitex canescens","Vitex","canescens"
"26489","Vitex cofassus","Vitex","cofassus"
"26490","Vitex collina","Vitex","collina"
"26491","Vitex compressa","Vitex","compressa"
"26492","Vitex congolensis","Vitex","congolensis"
"26493","Vitex cooperi","No","suitable"
"26494","Vitex cuneata","Vitex","cuneata"
"26495","Vitex cymosa","Vitex","cymosa"
"26496","Vitex divaricata","Vitex","divaricata"
"26497","Vitex doniana","Vitex","doniana"
"26498","Vitex excelsa","Vitex","excelsa"
"26499","Vitex ferruginea","Vitex","ferruginea"
"26500","Vitex fosteri","Vitex","fosteri"
"26501","Vitex gabunensis","Vitex","gabunensis"
"26502","Vitex gamosepala","Vitex","gamosepala"
"26503","Vitex gaumeri","Vitex","gaumeri"
"26504","Vitex gigantea","Vitex","gigantea"
"26505","Vitex grandifolia","Vitex","grandifolia"
"26506","Vitex guianensis","Vitex","guianensis"
"26507","Vitex hemsleyi","Vitex","hemsleyi"
"26508","Vitex klugii","Vitex","klugii"
"26509","Vitex limonifolia","Vitex","limonifolia"
"26510","Vitex lucens","Vitex","lucens"
"26511","Vitex megapotamica","Vitex","megapotamica"
"26512","Vitex micrantha","Vitex","micrantha"
"26513","Vitex negundo","Vitex","negundo"
"26514","Vitex orinocensis","Vitex","orinocensis"
"26515","Vitex parviflora","Vitex","parviflora"
"26516","Vitex peduncularis","Vitex","peduncularis"
"26517","Vitex pierrei","Vitex","pierrei"
"26518","Vitex pinnata","Vitex","pinnata"
"26519","Vitex pseudolea","Vitex","pseudolea"
"26520","Vitex pyramidata","Vitex","pyramidata"
"26521","Vitex quinata","Vitex","quinata"
"26522","Vitex rivularis","Vitex","rivularis"
"26523","Vitex rubroaurantiaca","Vitex","rubroaurantiaca"
"26524","Vitex schunkei","Vitex","schunkei"
"26525","Vitex sppAnkarif1","Vitex",NA
"26526","Vitex sppAnkarif2","Vitex",NA
"26527","Vitex sppAnkarif3","Vitex",NA
"26528","Vitex sppBanyong1","Vitex",NA
"26529","Vitex sppCDi1","Vitex",NA
"26530","Vitex sppCM1","Vitex",NA
"26531","Vitex sppColosoi1","Vitex",NA
"26532","Vitex sppEncanto1","Vitex",NA
"26533","Vitex sppFPnet1","Vitex",NA
"26534","Vitex sppGA1","Vitex",NA
"26535","Vitex sppPande1","Vitex",NA
"26536","Vitex sppPerinet1","Vitex",NA
"26537","Vitex sppPugu1","Vitex",NA
"26538","Vitex sppRAINFOR1","Vitex",NA
"26539","Vitex sppRioheath1","Vitex",NA
"26540","Vitex sppRiotavar1","Vitex",NA
"26541","Vitex sppSL1","Vitex",NA
"26542","Vitex sppTEAM1","Vitex",NA
"26543","Vitex sppTEAM2","Vitex",NA
"26544","Vitex sppTEAM3","Vitex",NA
"26545","Vitex sppTEAM4","Vitex",NA
"26546","Vitex squinata","Vitex","quinata"
"26547","Vitex sumatrana","Vitex","sumatrana"
"26548","Vitex triflora","Vitex","triflora"
"26549","Vitex trifolia","Vitex","trifolia"
"26550","Vitex turczaninowii","Vitex","turczaninowii"
"26551","Vitex welwitschii","Vitex","welwitschii"
"26552","Viticipremna philippinensis","Viticipremna","philippinensis"
"26553","Viticipremna vitilevuensis","Viticipremna","vitilevuensis"
"26554","Vitis aestivalis","Vitis","aestivalis"
"26555","Vitis amurensis","Vitis","amurensis"
"26556","Vitis ficifolia","Vitis","ficifolia"
"26557","Vitis mustangensis","Vitis","mustangensis"
"26558","Vitis riparia","Vitis","riparia"
"26559","Vitis rotundifolia","Vitis","rotundifolia"
"26560","Vitis sppBablersp1","Vitis",NA
"26561","Vitis sppBankamp1","Vitis",NA
"26562","Vitis sppBosquede1","Vitis",NA
"26563","Vitis sppBurling1","Vitis",NA
"26564","Vitis sppGentry1","Vitis",NA
"26565","Vitis sppHeustomf1","Vitis",NA
"26566","Vitis sppIT1","Vitis",NA
"26567","Vitis sppIndianca1","Vitis",NA
"26568","Vitis sppLasjoyas1","Vitis",NA
"26569","Vitis sppMadden1","Vitis",NA
"26570","Vitis sppMatthies1","Vitis",NA
"26571","Vitis sppPotomac1","Vitis",NA
"26572","Vitis sppProviden1","Vitis",NA
"26573","Vitis sppTidroute1","Vitis",NA
"26574","Vitis sppTysongla1","Vitis",NA
"26575","Vitis sppTysonwoo1","Vitis",NA
"26576","Vitis tiliifolia","Vitis","tiliifolia"
"26577","Vitis variifolia","Vitis","variifolia"
"26578","Vitis vulpina","Vitis","vulpina"
"26579","Voacanga africana","Voacanga","africana"
"26580","Voacanga globosa","Voacanga","globosa"
"26581","Voacanga sppNdakanni1","Voacanga",NA
"26582","Voacanga sppPalanan1","Voacanga",NA
"26583","Vochisia ferruginea","Vochysia","ferruginea"
"26584","Vochysia acuminata","Vochysia","acuminata"
"26585","Vochysia allenii","Vochysia","allenii"
"26586","Vochysia biloba","Vochysia","biloba"
"26587","Vochysia boliviana","Vochysia","boliviana"
"26588","Vochysia braceliniae","Vochysia","braceliniae"
"26589","Vochysia citrifolia","Vochysia","citrifolia"
"26590","Vochysia densiflora","Vochysia","densiflora"
"26591","Vochysia divergens","Vochysia","divergens"
"26592","Vochysia diversa","Vochysia","diversa"
"26593","Vochysia ferruginea","Vochysia","ferruginea"
"26594","Vochysia gigantea","Vochysia","gigantea"
"26595","Vochysia grandis","Vochysia","grandis"
"26596","Vochysia guatemalensis","Vochysia","guatemalensis"
"26597","Vochysia guianensis","Vochysia","guianensis"
"26598","Vochysia hondurensis","Vochysia","hondurensis"
"26599","Vochysia inundata","Vochysia","inundata"
"26600","Vochysia lanceolata","Vochysia","lanceolata"
"26601","Vochysia leguiana","Vochysia","leguiana"
"26602","Vochysia lehmannii","Vochysia","lehmannii"
"26603","Vochysia mapirensis","Vochysia","mapirensis"
"26604","Vochysia obidensis","Vochysia","obidensis"
"26605","Vochysia riedeliana","Vochysia","riedeliana"
"26606","Vochysia sppAlterdoc1","Vochysia",NA
"26607","Vochysia sppAnchicay1","Vochysia",NA
"26608","Vochysia sppAnchicay2","Vochysia",NA
"26609","Vochysia sppAraracua1","Vochysia",NA
"26610","Vochysia sppCalima1","Vochysia",NA
"26611","Vochysia sppCalima2","Vochysia",NA
"26612","Vochysia sppCampano1","Vochysia",NA
"26613","Vochysia sppCarajas1","Vochysia",NA
"26614","Vochysia sppConstanc1","Vochysia",NA
"26615","Vochysia sppConstanc2","Vochysia",NA
"26616","Vochysia sppCuangos1","Vochysia",NA
"26617","Vochysia sppFPnet1","Vochysia",NA
"26618","Vochysia sppGF1","Vochysia",NA
"26619","Vochysia sppGT1","Vochysia",NA
"26620","Vochysia sppHachimal1","Vochysia",NA
"26621","Vochysia sppJatunsac1","Vochysia",NA
"26622","Vochysia sppMiazi1","Vochysia",NA
"26623","Vochysia sppMurri1","Vochysia",NA
"26624","Vochysia sppRAINFOR1","Vochysia",NA
"26625","Vochysia sppRionegro1","Vochysia",NA
"26626","Vochysia sppTEAM1","Vochysia",NA
"26627","Vochysia stafleui","Vochysia","stafleui"
"26628","Vochysia surinamensis","Vochysia","surinamensis"
"26629","Vochysia tomentosa","Vochysia","tomentosa"
"26630","Vochysia tucanorum","Vochysia","tucanorum"
"26631","Vochysia venezuelensis","Vochysia",NA
"26632","Vochysia venulosa","Vochysia","venulosa"
"26633","Vochysia vismiifolia","Vochysia","vismiifolia"
"26634","Vochysiaceae sppGF1","Vochysiaceae",NA
"26635","Vonitra fibrosa","Vonitra","fibrosa"
"26636","Votomita guianensis","Votomita","guianensis"
"26637","Votomita pubescens","Votomita","pubescens"
"26638","Vouacapoua americana","Vouacapoua","americana"
"26639","Vouacapoua pallidior","Vouacapoua","pallidior"
"26640","Vouacapoua sppFPnet1","Vouacapoua",NA
"26641","Vouarana anomala","Vouarana","anomala"
"26642","Vouarana guianensis","Vouarana","guianensis"
"26643","Walsura chrysogyne","Walsura","chrysogyne"
"26644","Walsura robusta","Walsura","robusta"
"26645","Walsura sppSakaerat1","Walsura",NA
"26646","Walsura trichostemon","Walsura","trichostemon"
"26647","Warneckea cauliflora","Warneckea","cauliflora"
"26648","Warneckea cinnamomoides","Warneckea","cinnamomoides"
"26649","Warneckea guineensis","Warneckea","guineensis"
"26650","Warneckea membranifolia","Warneckea","membranifolia"
"26651","Warneckea pulcherrima","Warneckea","pulcherrima"
"26652","Warneckea sapinii","Warneckea","sapinii"
"26653","Warneckea sppCD1","Warneckea",NA
"26654","Warneckea sppCDi1","Warneckea",NA
"26655","Warneckea sppFPnet1","Warneckea",NA
"26656","Warneckea sppGA1","Warneckea",NA
"26657","Warneckea sppNosymang1","No","suitable"
"26658","Warneckia sppMtcam1","Warneckea",NA
"26659","Warszewiczia coccinea","Warszewiczia","coccinea"
"26660","Warszewiczia cordata","Warszewiczia","cordata"
"26661","Warszewiczia elata","Warszewiczia","elata"
"26662","Warszewiczia schwackei","Warszewiczia","schwackei"
"26663","Warszewiczia sppFPnet1","Warszewiczia",NA
"26664","Warszewiczia sppMadidiri1","Warszewiczia",NA
"26665","Warszewiczia sppRAINFOR1","Warszewiczia",NA
"26666","Warszewiczia sppRionegro1","Warszewiczia",NA
"26667","Warszewiczia sppTamboall1","Warszewiczia",NA
"26668","Weigela subsessilis","Weigela","subsessilis"
"26669","Weigeltia sppCedral1","Weigeltia",NA
"26670","Weinmannia balbisiana","Weinmannia","balbisiana"
"26671","Weinmannia bangii","Weinmannia","bangii"
"26672","Weinmannia bojeriana","Weinmannia","bojeriana"
"26673","Weinmannia chryseis","Weinmannia","chryseis"
"26674","Weinmannia cochensis","Weinmannia","cochensis"
"26675","Weinmannia crassifolia","Weinmannia","crassifolia"
"26676","Weinmannia dichotoma","Weinmannia","dichotoma"
"26677","Weinmannia discolor","Weinmannia","discolor"
"26678","Weinmannia fagaroides","Weinmannia","fagaroides"
"26679","Weinmannia glabra","Weinmannia","glabra"
"26680","Weinmannia glomerata","Weinmannia","glomerata"
"26681","Weinmannia humblotii","Weinmannia","humblotii"
"26682","Weinmannia humilis","Weinmannia","humilis"
"26683","Weinmannia laurina","Weinmannia","laurina"
"26684","Weinmannia lechleriana","Weinmannia","lechleriana"
"26685","Weinmannia microphylla","Weinmannia","microphylla"
"26686","Weinmannia multijuga","Weinmannia","multijuga"
"26687","Weinmannia ovata","Weinmannia","ovata"
"26688","Weinmannia paitensis","Weinmannia","paitensis"
"26689","Weinmannia paulliniifolia","Weinmannia","paulliniifolia"
"26690","Weinmannia pinnata","Weinmannia","pinnata"
"26691","Weinmannia polyphylla","Weinmannia","polyphylla"
"26692","Weinmannia pubescens","Weinmannia","pubescens"
"26693","Weinmannia racemosa","Weinmannia","racemosa"
"26694","Weinmannia reticulata","Weinmannia","reticulata"
"26695","Weinmannia rollottii","Weinmannia","rollottii"
"26696","Weinmannia rutenbergii","Weinmannia","rutenbergii"
"26697","Weinmannia serrata","Weinmannia","serrata"
"26698","Weinmannia silvicola","Weinmannia","silvicola"
"26699","Weinmannia sorbifolia","Weinmannia","sorbifolia"
"26700","Weinmannia sppAchupall1","Weinmannia",NA
"26701","Weinmannia sppAchupall2","Weinmannia",NA
"26702","Weinmannia sppAchupall3","Weinmannia",NA
"26703","Weinmannia sppAchupall4","Weinmannia",NA
"26704","Weinmannia sppAchupall5","Weinmannia",NA
"26705","Weinmannia sppAltodemi1","Weinmannia",NA
"26706","Weinmannia sppAltosapa1","Weinmannia",NA
"26707","Weinmannia sppChorrobl1","No","suitable"
"26708","Weinmannia sppCuevas1","Weinmannia",NA
"26709","Weinmannia sppCutervo1","Weinmannia",NA
"26710","Weinmannia sppFPnet1","Weinmannia",NA
"26711","Weinmannia sppFincaz1","Weinmannia",NA
"26712","Weinmannia sppHuamani1","Weinmannia",NA
"26713","Weinmannia sppKennedy1","Weinmannia",NA
"26714","Weinmannia sppMaquipuc1","Weinmannia",NA
"26715","Weinmannia sppRAINFOR1","Weinmannia",NA
"26716","Weinmannia sppSabanaru1","Weinmannia",NA
"26717","Weinmannia sppSabanaru2","Weinmannia",NA
"26718","Weinmannia sppSacram1","Weinmannia",NA
"26719","Weinmannia sppSietecue1","Weinmannia",NA
"26720","Weinmannia sppSietecue2","Weinmannia",NA
"26721","Weinmannia sppTEAM1","Weinmannia",NA
"26722","Weinmannia sppUcumari1","Weinmannia",NA
"26723","Weinmannia sppUcumari2","Weinmannia",NA
"26724","Weinmannia sppVencer1","Weinmannia",NA
"26725","Weinmannia tomentosa","Weinmannia","tomentosa"
"26726","Weinmannia trichosperma","Weinmannia","trichosperma"
"26727","Weinmannia urdanetensis","Weinmannia","urdanetensis"
"26728","Welfia georgii","Welfia","georgii"
"26729","Welfia regia","Welfia","regia"
"26730","Welfia sppCerroolu1","Welfia",NA
"26731","Welfia sppFPnet1","Welfia",NA
"26732","Wendlandia formosana","Wendlandia","formosana"
"26733","Wendlandia glabrata","Wendlandia","glabrata"
"26734","Wendlandia paniculata","Wendlandia","paniculata"
"26735","Wendlandia puberula","Wendlandia","puberula"
"26736","Wendlandia sppIN1","Wendlandia",NA
"26737","Wettinia castanea","Wettinia","castanea"
"26738","Wettinia cladospadix","Wettinia","cladospadix"
"26739","Wettinia maynensis","Wettinia","maynensis"
"26740","Wettinia microcarpa","Wettinia","microcarpa"
"26741","Wettinia praemorsa","Wettinia","praemorsa"
"26742","Wettinia quinaria","No","suitable"
"26743","Wettinia radiata","Wettinia","radiata"
"26744","Wettinia sppAnchicay1","Wettinia",NA
"26745","Wettinia sppAnchicay2","Wettinia",NA
"26746","Wettinia sppCabezade1","Wettinia",NA
"26747","Wettinia sppCalima1","Wettinia",NA
"26748","Wettinia sppCentinel1","Wettinia",NA
"26749","Wettinia sppCuangos1","Wettinia",NA
"26750","Wettinia sppHuamani1","Wettinia",NA
"26751","Wettinia sppJenarohe1","Wettinia",NA
"26752","Wettinia sppLaraya1","Wettinia",NA
"26753","Wettinia sppMiazi1","Wettinia",NA
"26754","Wettinia sppNangarit1","Wettinia",NA
"26755","Wettinia sppRiomanso1","Wettinia",NA
"26756","Wettinia sppRiomanso3","Wettinia",NA
"26757","Wettinia sppTutunend1","Wettinia",NA
"26758","Wettinia sppVE1","Wettinia",NA
"26759","Whitmorea grandiflora","Whitmorea","grandiflora"
"26760","Wikstroemia sppUS1","Wikstroemia",NA
"26761","Willughbeia sppKhaoyai1","Willughbeia",NA
"26762","Willughbeia sppPasoh301","Willughbeia",NA
"26763","Willughbeia sppPasoh401","Willughbeia",NA
"26764","Willughbeia sppSemengoh1","Willughbeia",NA
"26765","Wimmeria concolor","Wimmeria","concolor"
"26766","Wimmeria sppCerroelp1","Wimmeria",NA
"26767","Winteraceae sppNC1","Winteraceae",NA
"26768","Wisteria floribunda","Wisteria","floribunda"
"26769","Witheringia riparia","Witheringia","riparia"
"26770","Witheringia sppCampano1","Witheringia",NA
"26771","Witheringia sppCuevas1","Witheringia",NA
"26772","Witheringia sppGentry1","Witheringia",NA
"26773","Wittmackanthus stanleyanus","Wittmackanthus","stanleyanus"
"26774","Wrightia annamensis","Wrightia","annamensis"
"26775","Wrightia arborea","Wrightia","arborea"
"26776","Wrightia laevis","Wrightia","laevis"
"26777","Wrightia pubescens","Wrightia","pubescens"
"26778","Wrightia sppVN1","Wrightia",NA
"26779","Wrightia tomentosa","Wrightia","tomentosa"
"26780","Wulffia baccata","Wulffia","baccata"
"26781","Wulffia sppCedral1","Wulffia",NA
"26782","Wulffia sppChirinos1","Wulffia",NA
"26783","Wulffia sppHachimal1","Wulffia",NA
"26784","Wulffia sppLagenoa1","Wulffia",NA
"26785","Wulffia sppSietecue1","Wulffia",NA
"26786","Xanthophyllum adenotus","Xanthophyllum","adenotus"
"26787","Xanthophyllum affine","Xanthophyllum","affine"
"26788","Xanthophyllum amoenum","Xanthophyllum","amoenum"
"26789","Xanthophyllum bracteatum","Xanthophyllum","bracteatum"
"26790","Xanthophyllum brevipes","Xanthophyllum","brevipes"
"26791","Xanthophyllum ecarinatum","Xanthophyllum","ecarinatum"
"26792","Xanthophyllum ellipticum","Xanthophyllum","ellipticum"
"26793","Xanthophyllum eurchynchum","Xanthophyllum","eurhynchum"
"26794","Xanthophyllum eurhynchum","Xanthophyllum","eurhynchum"
"26795","Xanthophyllum flavescens","Xanthophyllum","flavescens"
"26796","Xanthophyllum gilletii","Xanthophyllum",NA
"26797","Xanthophyllum griffithii","Xanthophyllum","griffithii"
"26798","Xanthophyllum heteropleurum","Xanthophyllum","heteropleurum"
"26799","Xanthophyllum kingii","Xanthophyllum","kingii"
"26800","Xanthophyllum lanceatum","Xanthophyllum","lanceatum"
"26801","Xanthophyllum macrophyllum","Xanthophyllum","macrophyllum"
"26802","Xanthophyllum obscurum","Xanthophyllum","obscurum"
"26803","Xanthophyllum octandrum","Xanthophyllum","octandrum"
"26804","Xanthophyllum papuanum","Xanthophyllum","papuanum"
"26805","Xanthophyllum rufum","Xanthophyllum","rufum"
"26806","Xanthophyllum sppLA1","Xanthophyllum",NA
"26807","Xanthophyllum sppNadugani1","Xanthophyllum",NA
