"family","genus","species","wd","Region","Reference.Number"
"Fabaceae","Caesalpinia",NA,1.05,"South America (tropical)",36
"Fabaceae","Caesalpinia","paraguariensis",1.18,"South America (extratropical)",114
"Fabaceae","Caesalpinia","paraguariensis",0.963,"South America (extratropical)",66
"Fabaceae","Caesalpinia","paraguariensis",1.015,"South America (extratropical)",46
"Fabaceae","Caesalpinia","platyloba",1.03,"Mexico",23
"Fabaceae","Caesalpinia","pluviosa",0.89,"South America (tropical)",77
"Fabaceae","Caesalpinia","pulcherrima",0.84,"Mexico",23
"Fabaceae","Caesalpinia","sappan",0.86,"South-East Asia (tropical)",43
"Fabaceae","Caesalpinia","sappan",0.809,"South-East Asia (tropical)",13
"Fabaceae","Caesalpinia","sclerocarpa",1.39,"Mexico",23
"Icacinaceae","Calatola","costaricensis",0.65,"South America (tropical)",204
"Icacinaceae","Calatola","costaricensis",0.481,"South America (tropical)",165
"Icacinaceae","Calatola","laevigata",0.76,"Mexico",23
"Cunoniaceae","Caldcluvia","australiensis",0.495,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","australiensis",0.501,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","australiensis",0.485,"Australia",90
"Cunoniaceae","Caldcluvia","australiensis",0.495,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","australiensis",0.495,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","celebica",0.39,"South-East Asia (tropical)",129
"Cunoniaceae","Caldcluvia",NA,0.577,"Australia/PNG (tropical)",27
"Cunoniaceae","Caldcluvia",NA,0.3,"South-East Asia (tropical)",129
"Cunoniaceae","Caldcluvia","paniculata",0.5,"South-East Asia",136
"Cunoniaceae","Caldcluvia","paniculata",0.55,"South-East Asia",136
"Cunoniaceae","Caldcluvia","paniculosa",0.564,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","paniculosa",0.564,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","paniculosa",0.545,"Australia",90
"Cunoniaceae","Caldcluvia","paniculosa",0.564,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","paniculosa",0.564,"Australia/PNG (tropical)",90
"Cunoniaceae","Caldcluvia","papuana",0.7,"South-East Asia (tropical)",129
"Fabaceae","Calliandra","calothyrsus",0.58,"South-East Asia",60
"Fabaceae","Calliandra","guildingii",0.85,"South-East Asia",136
"Fabaceae","Calliandra","seleri",0.98,"Mexico",23
"Fabaceae","Calliandra","trinervia",0.82,"South America (tropical)",44
"Fabaceae","Calliandra","tweediei",0.85,"South America (tropical)",204
"Lamiaceae","Callicarpa","furfuracea",0.3,"South-East Asia (tropical)",177
"Lamiaceae","Callicarpa","pentandra",0.34,"South-East Asia (tropical)",129
"Lamiaceae","Callicarpa","tomentosa",0.41,"South-East Asia (tropical)",129
"Cunoniaceae","Callicoma","serratifolia",0.495,"Australia/PNG (tropical)",90
"Myrtaceae","Callistemon","lanceolatus",0.86,"India",26
"Myrtaceae","Callistemon","lanceolatus",0.744,"South-East Asia (tropical)",14
"Myrtaceae","Callistemon","phoeniceus",0.846,"Australia",90
"Myrtaceae","Callistemon","salignus",0.839,"Australia/PNG (tropical)",90
"Myrtaceae","Callistemon","viminalis",0.689,"Australia/PNG (tropical)",90
"Vochysiaceae","Callisthene","fasciculata",0.76,"South America (extratropical)",114
"Vochysiaceae","Callisthene","fasciculata",0.79,"South America (tropical)",77
"Vochysiaceae","Callisthene","fasciculata",0.67,"South America (tropical)",44
"Vochysiaceae","Callisthene","major",0.75,"South America (extratropical)",114
"Cupressaceae","Callitris","columellaris",0.58,"Australia",38
"Cupressaceae","Callitris","columellaris",0.576,"Australia",90
"Cupressaceae","Callitris","columellaris",0.576,"Australia",90
"Cupressaceae","Callitris","columellaris",0.753,"Australia",90
"Cupressaceae","Callitris","columellaris",0.612,"Australia",90
"Cupressaceae","Callitris","columellaris",0.569,"Australia",90
"Cupressaceae","Callitris","columellaris",0.581,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","endlicheri",0.57,"Australia",90
"Cupressaceae","Callitris","endlicheri",0.581,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","endlicheri",0.581,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","macleayana",0.495,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","rhomboidea",0.469,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","rhomboidea",0.469,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","rhomboidea",0.469,"Australia/PNG (tropical)",90
"Cupressaceae","Callitris","verrucosa",0.682,"Australia",90
"Cupressaceae","Calocedrus","macrolepis",0.459,"China",33
"Cupressaceae","Calocedrus","macrolepis",0.445,"China",33
"Rutaceae","Calodendrum","capense",0.646,"Africa (tropical)",4
"Rutaceae","Calodendrum","capense",0.594,"Africa (extratropical)",72
"Achariaceae","Caloncoba","brevipes",0.65,"South-East Asia",136
"Clusiaceae","Calophyllum","angulare",0.725,"South America (tropical)",185
"Clusiaceae","Calophyllum","angulare",0.56,"South America (tropical)",44
"Clusiaceae","Calophyllum","australianum",0.633,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","austrocoriaceum",0.41,"South-East Asia (tropical)",177
"Clusiaceae","Calophyllum","blancoi",0.46,"South-East Asia (tropical)",170
"Clusiaceae","Calophyllum","brasiliense",0.54,"South America (tropical)",141
"Clusiaceae","Calophyllum","brasiliense",0.54,"South America (tropical)",35
"Clusiaceae","Calophyllum","brasiliense",0.62,"South America (extratropical)",114
"Clusiaceae","Calophyllum","brasiliense",0.47,"Central America (tropical)",116
"Clusiaceae","Calophyllum","brasiliense",0.675,"South America (tropical)",115
"Clusiaceae","Calophyllum","brasiliense",0.51,"South America (tropical)",20
"Clusiaceae","Calophyllum","brasiliense",0.697,"South America (tropical)",52
"Clusiaceae","Calophyllum","brasiliense",0.56,"South America (tropical)",65
"Clusiaceae","Calophyllum","brasiliense",0.689,"South America (tropical)",30
"Clusiaceae","Calophyllum","brasiliense",0.5,"South America (tropical)",56
"Clusiaceae","Calophyllum","brasiliense",0.7,"South America (tropical)",56
"Clusiaceae","Calophyllum","brasiliense",0.55,"South America (tropical)",77
"Clusiaceae","Calophyllum","brasiliense",0.635,"South America (extratropical)",121
"Clusiaceae","Calophyllum","brasiliense",0.58,"Mexico",23
"Clusiaceae","Calophyllum","brasiliense",0.57,"South America (tropical)",45
"Clusiaceae","Calophyllum","brassii",0.48,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","calaba",0.55,"South America (tropical)",110
"Clusiaceae","Calophyllum","calaba",0.633,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","canum",0.51,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","congestiflorum",0.52,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","costatum",0.621,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","costatum",0.612,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","costatum",0.633,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","dasypodium",0.5,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","drouhardii",0.598,"Madagascar",147
"Clusiaceae","Calophyllum","dryobalanoides",0.65,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","floribundum",0.71,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","foetidum",0.67,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","grandiflorum",0.41,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum",NA,0.46,"South America (tropical)",95
"Clusiaceae","Calophyllum","inophylloide",0.81,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","inophylloide",0.41,"South-East Asia (tropical)",70
"Clusiaceae","Calophyllum","inophyllum",0.581,"Australia/PNG (tropical)",90
"Clusiaceae","Calophyllum","inophyllum",0.568,"China",33
"Clusiaceae","Calophyllum","inophyllum",0.6,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","inophyllum",0.64,"China",33
"Clusiaceae","Calophyllum","inophyllum",0.534,"Australia/PNG (tropical)",27
"Clusiaceae","Calophyllum","kunstleri",0.53,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","lanigerum",0.5,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","leucocarpum",0.6,"South-East Asia",136
"Clusiaceae","Calophyllum","longifolium",0.542,"Central America (tropical)",164
"Clusiaceae","Calophyllum","macrocarpum",0.63,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","macrocarpum",0.65,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","mariae",0.46,"South America (tropical)",102
"Clusiaceae","Calophyllum","molle",0.59,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","neoebudicum",0.5,"Oceania",9
"Clusiaceae","Calophyllum","obliquinervium",0.64,"South-East Asia (tropical)",170
"Clusiaceae","Calophyllum","papuanum",0.38,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","papuanum",0.508,"Australia/PNG (tropical)",27
"Clusiaceae","Calophyllum","parviflorum",0.652,"Madagascar",147
"Clusiaceae","Calophyllum","parviflorum",0.673,"Madagascar",147
"Clusiaceae","Calophyllum","parviflorum",0.719,"Madagascar",147
"Clusiaceae","Calophyllum","parviflorum",0.761,"Madagascar",147
"Clusiaceae","Calophyllum","parviflorum",0.771,"Madagascar",147
"Clusiaceae","Calophyllum","parviflorum",0.776,"Madagascar",147
"Clusiaceae","Calophyllum","parvifolium",0.54,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","polyanthum",0.439,"India",135
"Clusiaceae","Calophyllum","prainianum",0.56,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","pulcherrimum",0.62,"South-East Asia (tropical)",119
"Clusiaceae","Calophyllum","pulcherrimum",0.6,"South-East Asia (tropical)",170
"Clusiaceae","Calophyllum","pulcherrimum",0.63,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","recurvatum",0.56,"South-East Asia (tropical)",177
"Clusiaceae","Calophyllum","retusum",0.57,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","rigidum",0.48,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","sclerophyllum",0.57,"South-East Asia (tropical)",170
"Clusiaceae","Calophyllum","soulattri",0.43,"South-East Asia (tropical)",119
"Clusiaceae","Calophyllum","spectabile",0.59,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum","teysmannii",0.54,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","tomentosum",0.53,"India",109
"Clusiaceae","Calophyllum","venulosum",0.5,"South-East Asia (tropical)",170
"Clusiaceae","Calophyllum","vitiense",0.5,"Oceania",9
"Clusiaceae","Calophyllum","wallichiana",0.53,"South-East Asia (tropical)",43
"Clusiaceae","Calophyllum",NA,0.51,"South-East Asia (tropical)",129
"Clusiaceae","Calophyllum","wightianum",0.57,"India",109
"Fabaceae","Calpocalyx","brevibracteatus",0.7,"Africa (tropical)",136
"Fabaceae","Calpocalyx","brevibracteatus",0.757,"Africa (tropical)",98
"Fabaceae","Calpocalyx","brevibracteatus",0.723,"Africa (tropical)",137
"Fabaceae","Calpocalyx","heitzii",0.689,"Africa (tropical)",1
"Fabaceae","Calpocalyx","heitzii",0.695,"Africa (tropical)",85
"Fabaceae","Calpocalyx","heitzii",0.654,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.668,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.671,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.701,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.717,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.719,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.734,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.741,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.768,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.777,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.827,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.828,"Africa (tropical)",147
"Fabaceae","Calpocalyx","heitzii",0.71,"Africa (tropical)",179
"Fabaceae","Calpocalyx","klainei",0.663,"Africa (tropical)",85
"Fabaceae","Calpocalyx","klainei",0.71,"Africa (tropical)",76
"Melastomataceae","Calycogonium","squamulosum",0.74,"Central America (tropical)",111
"Myrtaceae","Calycolpus","goetheanus",0.78,"South America (tropical)",64
"Myrtaceae","Calycolpus","goetheanus",0.82,"South America (tropical)",45
"Rubiaceae","Calycophyllum","acreanum",0.8,"South America (tropical)",115
"Rubiaceae","Calycophyllum","candidissimum",0.73,"Central America (tropical)",116
"Rubiaceae","Calycophyllum","candidissimum",0.67,"Central America (tropical)",112
"Rubiaceae","Calycophyllum","candidissimum",0.69,"South America (tropical)",44
"Rubiaceae","Calycophyllum","multiflorum",0.71,"South America (tropical)",35
"Rubiaceae","Calycophyllum","multiflorum",0.86,"South America (extratropical)",114
"Rubiaceae","Calycophyllum","multiflorum",0.74,"South America (extratropical)",66
"Rubiaceae","Calycophyllum","multiflorum",0.64,"South America (tropical)",77
"Rubiaceae","Calycophyllum","spruceanum",0.71,"South America (tropical)",35
"Rubiaceae","Calycophyllum","spruceanum",0.78,"South America (extratropical)",114
"Rubiaceae","Calycophyllum","spruceanum",0.645,"South America (tropical)",198
"Rubiaceae","Calycophyllum","spruceanum",0.75,"South America (tropical)",77
"Rubiaceae","Calycophyllum","spruceanum",0.74,"South America (tropical)",95
"Rubiaceae","Calycophyllum","spruceanum",0.69,"South America (tropical)",44
"Myrtaceae","Calycorectes","acutatus",0.76,"South America (extratropical)",114
"Myrtaceae","Calyptranthes","clusiifolia",0.72,"South America (extratropical)",114
"Myrtaceae","Calyptranthes","concinna",0.77,"South America (extratropical)",114
"Myrtaceae","Calyptranthes","speciosa",0.86,"South America (tropical)",45
"Theaceae","Camellia","lanceolata",0.55,"South-East Asia (tropical)",129
"Anacardiaceae","Campnosperma","auriculatum",0.37,"South-East Asia (tropical)",43
"Anacardiaceae","Campnosperma","auriculatum",0.32,"South-East Asia (tropical)",129
"Anacardiaceae","Campnosperma","auriculatum",0.29,"South-East Asia (tropical)",170
"Anacardiaceae","Campnosperma","brevipetiolatum",0.29,"South-East Asia (tropical)",129
"Anacardiaceae","Campnosperma","brevipetiolatum",0.27,"South-East Asia",60
"Anacardiaceae","Campnosperma","brevipetiolatum",0.353,"Australia/PNG (tropical)",27
"Anacardiaceae","Campnosperma","coriaceum",0.35,"South-East Asia (tropical)",80
"Anacardiaceae","Campnosperma","coriaceum",0.38,"South-East Asia (tropical)",129
"Anacardiaceae","Campnosperma","coriaceum",0.42,"South-East Asia (tropical)",69
"Anacardiaceae","Campnosperma","coriaceum",0.36,"South-East Asia (tropical)",170
"Anacardiaceae","Campnosperma","gummifera",0.39,"South America (tropical)",35
"Anacardiaceae","Campnosperma","gummifera",0.49,"South America (tropical)",44
"Anacardiaceae","Campnosperma","macrophyllum",0.4,"South-East Asia (tropical)",43
"Anacardiaceae","Campnosperma","minor",0.43,"South-East Asia (tropical)",43
"Anacardiaceae","Campnosperma","panamense",0.39,"South America (tropical)",35
"Anacardiaceae","Campnosperma","panamense",0.33,"South America (tropical)",36
"Anacardiaceae","Campnosperma","panamense",0.23,"South America (tropical)",204
"Anacardiaceae","Campnosperma","panamense",0.373,"South America (tropical)",25
"Anacardiaceae","Campnosperma","panamense",0.37,"South America (tropical)",138
"Anacardiaceae","Campnosperma","squamatum",0.39,"South-East Asia (tropical)",129
"Myrtaceae","Campomanesia","eugenioides",0.84,"South America (extratropical)",114
"Myrtaceae","Campomanesia","grandiflora",0.73,"South America (tropical)",45
"Myrtaceae","Campomanesia","maschalantha",0.747,"South America (extratropical)",121
"Myrtaceae","Campomanesia","neriiflora",0.84,"South America (extratropical)",114
"Myrtaceae","Campomanesia","rufa",0.93,"South America (extratropical)",114
"Fabaceae","Campsiandra","angustifolia",0.9,"South America (tropical)",44
"Fabaceae","Campsiandra","comosa",0.81,"South America (tropical)",134
"Malvaceae","Camptostemon","philippinense",0.42,"South-East Asia (tropical)",129
"Cornaceae","Camptotheca","acuminata",0.444,"China",33
"Cornaceae","Camptotheca","acuminata",0.412,"China",33
"Annonaceae","Cananga","latifolia",0.28,"South-East Asia (tropical)",13
"Annonaceae","Cananga","odorata",0.4,"Australia/PNG (tropical)",90
"Annonaceae","Cananga","odorata",0.3,"South-East Asia (tropical)",67
"Annonaceae","Cananga","odorata",0.26,"South-East Asia (tropical)",16
"Annonaceae","Cananga","odorata",0.353,"Australia/PNG (tropical)",27
"Annonaceae","Cananga","odorata",0.323,"South-East Asia (tropical)",13
"Burseraceae","Canarium","acutifolium",0.51,"South-East Asia (tropical)",170
"Burseraceae","Canarium","album",0.429,"China",33
"Burseraceae","Canarium","album",0.405,"China",33
"Burseraceae","Canarium","apertum",0.5,"South-East Asia (tropical)",170
"Burseraceae","Canarium","apertum",0.55,"South-East Asia (tropical)",43
"Burseraceae","Canarium","asperum",0.49,"South-East Asia (tropical)",129
"Burseraceae","Canarium","asperum",0.45,"South-East Asia (tropical)",170
"Burseraceae","Canarium","australasicum",0.652,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","australasicum",0.652,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","australasicum",0.49,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","australasicum",0.652,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","australasicum",0.652,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","australianum",0.501,"Australia",90
"Burseraceae","Canarium","australianum",0.512,"Australia",90
"Burseraceae","Canarium","australianum",0.564,"Australia/PNG (tropical)",90
"Burseraceae","Canarium","balsamiferum",0.39,"South-East Asia (tropical)",170
"Burseraceae","Canarium","bengalense",0.56,"India",109
"Burseraceae","Canarium","caudatum",0.33,"South-East Asia (tropical)",129
"Burseraceae","Canarium","copaliferum",0.431,"South-East Asia (tropical)",13
"Burseraceae","Canarium","decumanum",0.32,"South-East Asia (tropical)",129
"Burseraceae","Canarium","denticulatum",0.5,"South-East Asia (tropical)",170
"Burseraceae","Canarium","denticulatum",0.55,"South-East Asia (tropical)",43
