Tapeinosperma sppNewcaldo1
Tapeinosperma sppNewcaldo2
Tapeinosperma vieillardii
Tapeinosperma wagapense
Tapeinospermum sppPacific1
Tapirira bethanniana
Tapirira guianensis
Tapirira marchandii
Tapirira myriantha
Tapirira obtusa
Tapirira peckoltiana
Tapirira retusa
Tapirira sppBerbicer1
Tapirira sppDucke1
Tapirira sppFPnet1
Tapirira sppGF1
Tapirira sppMiazi1
Tapirira sppPE1
Tapirira sppRAINFOR1
Tapirira sppSaul1
Tapirira sppTEAM1
Tapura acreana
Tapura africana
Tapura amazonica
Tapura bouquetiana
Tapura capitulifera
Tapura coriacea
Tapura follii
Tapura guianensis
Tapura ivorensis
Tapura juruana
Tapura peruviana
Tapura singularis
Tapura sppAllpahua1
Tapura sppAllpahua2
Tapura sppAraracua1
Tapura sppBanyong1
Tapura sppCuzcoama1
Tapura sppDucke1
Tapura sppFPnet1
Tapura sppGA1
Tapura sppGF1
Tapura sppIndiana1
Tapura sppLinhares1
Tapura sppRAINFOR1
Tapura sppRanchoqu1
Tapura sppRionegro1
Tapura sppTEAM2
Tapura sppVencer1
Taralea oppositifolia
Taralea sppFPnet1
Tarena sppCDi1
Tarenna alleizettei
Tarenna funebris
Tarenna gracilipes
Tarenna ignambiensis
Tarenna lasiorhachis
Tarenna mollis
Tarenna mollissima
Tarenna pavettoides
Tarenna petitii
Tarenna ridleyi
Tarenna sambucina
Tarenna sppNewcaldo1
Tarenna sppNosymang1
Tarenna sppTEAM2
Tarrietia javanica
Tarrietia utilis
Taxodium ascendens
Taxodium distichum
Taxus baccata
Taxus brevifolia
Taxus chinensis
Taxus cuspidata
Teclea nobilis
Tecoma stans
Tecomanthe sppVarirata1
Tectona grandis
Teijsmanniodendron aherianum
Teijsmanniodendron coriaceum
Teijsmanniodendron simplicifolium
Telitoxicum krukovii
Telitoxicum minutiflorum
Telitoxicum peruvianum
Telitoxicum sppDureno1
Teriboma oblungum
Terminalia alata
Terminalia amazonia
Terminalia argentea
Terminalia bellirica
Terminalia bursarina
Terminalia calamansanay
Terminalia catappa
Terminalia chebula
Terminalia citrina
Terminalia complanata
Terminalia corticosa
Terminalia dichotoma
Terminalia glabrescens
Terminalia guyanensis
Terminalia impediens
Terminalia ivorensis
Terminalia kaernbachii
Terminalia kilimandscharica
Terminalia longespicata
Terminalia lucida
Terminalia macadamii
Terminalia mameluco
Terminalia microcarpa
Terminalia microvenulosa
Terminalia oblonga
Terminalia obovata
Terminalia richii
Terminalia sepicana
Terminalia seticana
Terminalia seyrigii
Terminalia sppAraracua1
Terminalia sppBOi1
Terminalia sppCochacas1
Terminalia sppDucke1
Terminalia sppFPnet1
Terminalia sppJenarohe1
Terminalia sppLA1
Terminalia sppNangarit1
Terminalia sppPacific1
Terminalia sppPacific2
Terminalia sppPerinet1
Terminalia sppQuiapaca1
Terminalia sppRAINFOR1
Terminalia sppTD1
Terminalia sppTEAM1
Terminalia sppVarirata1
Terminalia subspathulata
Terminalia superba
Terminalia tomentosa
Terminalia tricristata
Terminalia triflora
Terminalia triptera
Terminalia ulexoides
Terminalia valverdeae
Ternstroemia acrodantha
Ternstroemia brasiliensis
Ternstroemia delicatula
Ternstroemia dentata
Ternstroemia gymnanthera
Ternstroemia klugiana
Ternstroemia meridionalis
Ternstroemia myrsina
Ternstroemia polyandra
Ternstroemia sppAchupall1
Ternstroemia sppAltosapa1
Ternstroemia sppAvalanch1
Ternstroemia sppCeroneb21
Ternstroemia sppCerroesp1
Ternstroemia sppCutervo1
Ternstroemia sppFPnet1
Ternstroemia sppGentry1
Ternstroemia sppLinhares1
Ternstroemia sppRAINFOR1
Ternstroemia sppSabanaru1
Ternstroemia sppTEAM1
Ternstroemia stahlii
Ternstroemia stylogyra
Ternstroemia tepezapote
Tessmanianthus cenepensis
Tessmannia africana
Tessmannia anomala
Tessmannia baikiaeoides
Tessmannia mannii
Tessmannia sppCDi1
Tessmannia sppFPnet1
Tessmannianthus calcaratus
Tessmannianthus heterostemon
Testulea gabonensis
Tetraberlinia bifoliolata
Tetraberlinia polyphylla
Tetraberlinia tubmaniana
Tetracera akara
Tetracera alnifolia
Tetracera asperula
Tetracera billardierei
Tetracera hydrophila
Tetracera macrophylla
Tetracera nordtiana
Tetracera parviflora
Tetracera portobellensis
Tetracera sppAnchicay1
Tetracera sppCabezade1
Tetracera sppCampinas1
Tetracera sppCarajas1
Tetracera sppCarara1
Tetracera sppCeroneb11
Tetracera sppConstanc1
Tetracera sppDucke1
Tetracera sppEncanto1
Tetracera sppGenting1
Tetracera sppKhaoyai1
Tetracera sppLagenoa1
Tetracera sppLaselva1
Tetracera sppLinhares1
Tetracera sppMakokou21
Tetracera sppNdakani1
Tetracera sppNdakanni1
Tetracera sppNosymang1
Tetracera sppNuevomun1
Tetracera sppPasoh301
Tetracera sppPasoh303
Tetracera sppPasoh401
Tetracera sppPersever1
Tetracera sppRiomanso1
Tetracera sppSemengoh1
Tetracera volubilis
Tetracera willdenowiana
Tetraclinis articulata
Tetragastris altissima
Tetragastris balsamifera
Tetragastris catuaba
Tetragastris hostmannii
Tetragastris panamensis
Tetragastris pilosus
Tetragastris sppAllpahua1
Tetragastris sppAnchicay1
Tetragastris sppAraracua1
Tetragastris sppBilsa1
Tetragastris sppCalima1
Tetragastris sppConstanc1
Tetragastris sppFPnet1
Tetragastris sppGF1
Tetragastris sppHumboldt1
Tetragastris sppMagsasay1
Tetragastris sppMiazi2
Tetragastris sppPE1
Tetragastris sppRAINFOR1
Tetragastris sppRioheath1
Tetragastris sppSucusari1
Tetragastris unifoliolata
Tetrameles nudiflora
Tetrameles sppLA1
Tetrameranthus duckei
Tetrameranthus laomae
Tetrameranthus sppSCA1
Tetrameranthus sppYanam11
Tetrameranthus umbellatus
Tetramerista glabra
Tetraplasandra oahuensis
Tetrapleura chevalieri
Tetrapleura tetraptera
Tetrapteris crispa
Tetrapteris discolor
Tetrapteris macrocarpa
Tetrapteris schiedeana
Tetrapteris sppCochacas1
Tetrapterys calophylla
Tetrapterys crispa
Tetrapterys glabra
Tetrapterys macrocarpa
Tetrapterys mexicana
Tetrapterys sppIndiana1
Tetrastigma formosanum
Tetrastigma lanceolata
Tetrastigma sppKhaoyai1
Tetrastigma sppVarirata1
Tetrastylidium grandifolium
Tetrastylidium peruvianum
Tetrastylidium sppFPnet1
Tetrathylacium costaricense
Tetrathylacium macrophyllum
Tetrathylacium sppMadidi1
Tetrathylacium sppNangarit1
Tetrathylacium sppTEAM1
Tetrazygia elaeagnoides
Tetrazygia urbanii
Tetrorchidium andinum
Tetrorchidium costaricense
Tetrorchidium didymostemon
Tetrorchidium euryphyllum
Tetrorchidium gorgonae
Tetrorchidium macrophyllum
Tetrorchidium ochroleucum
Tetrorchidium parvulum
Tetrorchidium rubrinervum
Tetrorchidium rubrivenium
Tetrorchidium sppCueva1
Tetrorchidium sppLaselva1
Tetrorchidium sppManaus1
Tetrorchidium sppMaquipuc1
Thecaceae sppPacific1
Themistoclesia sppSacram1
Theobroma angustifolia
Theobroma angustifolium
Theobroma bernouillii
Theobroma cacao
Theobroma glaucum
Theobroma grandiflorum
Theobroma guianensis
Theobroma mammosum
Theobroma obovatum
Theobroma simiarum
Theobroma speciosa
Theobroma speciosum
Theobroma sppBOi1
Theobroma sppBanyong1
Theobroma sppBelem1
Theobroma sppBelem2
Theobroma sppCarajas1
Theobroma sppDucke1
Theobroma sppFPnet1
Theobroma sppGF1
Theobroma sppMiazi1
Theobroma sppMurri1
Theobroma sppRAINFOR1
Theobroma sppTEAM1
Theobroma subincanum
Theobroma sylvestre
Theobroma velutinum
Theophrasta sppLoshaiti1
Thespesia grandiflora
Thespesia populnea
Thevetia ahouai
Thevetia baccifera
Thevetia gaumeri
Thevetia mexicana
Thevetia ovata
Thevetia peruviana
Thevetia polyandra
Thevetia speciosa
Thevetia sppGT1
Thibaudia floribunda
Thiloa paraguariensis
Thiloa sppRioheath1
Thinouia myriantha
Thinouia paraguaiensis
Thinouia paucidentata
Thinouia repanda
Thinouia scandens
Thinouia sppJejuimi1
Thinouia sppNangarit1
Thinouia sppSantacru1
Thinouia sppTamboall1
Thomandersia congolana
Thomandersia hensii
Thomandersia laurifolia
Thomandersia sppGA1
Thomandersia sppNdakanni1
Thoracocarpus sppCuangos1
Thouinia myriantha
Thouinia paucidentata
Thouinia sppChaquima1
Thouinia striata
Thouinidium decandrum
Thrinax morrisii
Thrinax parviflora
Thryallis sppQuiapaca1
Thuja koraiensis
Thuja occidentalis
Thuja orientalis
Thuja plicata
Thuja sppDE1
Thuja sppDK1
Thuja sppES1
Thuja sppIT1
Thunbergia grandiflora
Thymelaeaceae sppNC1
Thymele sppCuzcoama1
Thyrsodium bolivianum
Thyrsodium guianense
Thyrsodium herrerense
Thyrsodium paraense
Thyrsodium puberulum
Thyrsodium rondonianum
Thyrsodium schomburgkianum
Thyrsodium sppFPnet1
Thyrsodium sppGF1
Thyrsodium sppMishnfl1
Thyrsodium sppPE1
Thyrsodium sppRAINFOR1
Thyrsodium sppTambupl1
Thyrsodium spruceanum
Tibouchina bicolor
Tibouchina dusenii
Tibouchina elegans
Tibouchina granulosa
Tibouchina lepidota
Tibouchina mutabilis
Tibouchina pilosa
Tibouchina pulchra
Tibouchina sellowiana
Tibouchina sppBRi1
Tibouchina sppCarlosbo1
Tibouchina sppElpargo1
Tibouchina sppRAINFOR1
Tibouchina sppSCA1
Tibouchina trichopoda
Ticodendron incognitum
Ticorea tubiflora
Tieghemella africana
Tieghemella heckelii
Tilia americana
Tilia amurensis
Tilia cordata
Tilia endochrysea
Tilia mandshurica
Tilia mexicana
Tilia mongolica
Tilia platyphylla
Tilia platyphyllos
Tilia sppBanyong1
Tilia sppDE1
Tilia sppDEii1
Tilia sppDK1
Tilia sppES1
Tilia sppFunDiv1
Tilia sppIT1
Tilia sppUS1
Tilia taquetii
Tilia x
Tiliacora funifera
Tiliacora sppMakokou21
Timonius corymbosus
Timonius enderianus
Timonius mollis
Timonius pulposus
Timonius sppPacific1
Timonius sppPasoh401
Timonius sppVarirata1
Timonius subauritus
Timonius timon
Timonius wallichianus
Tina conjugata
Tina striata
Tina thouarsiana
Tipuana tipa
Tipuana tipu
Tisonia coriacea
Tisonia glabrata
Tisonia humbertii
Tococa capitata
Tococa guianensis
Tococa sppArcating1
Tococa sppMadidi1
Tocoyena bullata
Tocoyena pittieri
Tocoyena sellowiana
Tocoyena sppSCA1
Tocoyena sppTEAM1
Tocoyena williamsii
Toddalia asiatica
Tontelea attenuata
Tontelea congestiflora
Tontelea coriacea
Tontelea divergens
Tontelea emarginata
Tontelea fluminensis
Tontelea mauritioides
Tontelea micrantha
Tontelea miersii
Tontelea riedeliana
Tontelea sppAllpahua1
Tontelea sppAntado1
Tontelea sppColosoi1
Tontelea sppRioheath1
Tontelea sppSCA1
Tontelea tenuicula
Toona ciliata
Toona philippinense
Toona sppTEAM1
Toona sureni
Topobaea sppAnchicay1
Topobaea sppAntado1
Topobaea sppAntado2
Topobaea sppCabezade1
Topobaea sppCuangos1
Topobaea sppCuangos2
Topobaea sppCuangos3
Topobaea sppCuevas1
Topobaea sppCuevas2
Topobaea sppFincaz1
Topobea alternifolia
Topobea anisophylla
Topobea asplundii
Topobea castanedae
Topobea dodsonorum
Topobea floribunda
Topobea inflata
Topobea maurofernandeziana
Topobea multiflora
Topobea pittieri
Topobea sppCalabate1
Topobea sppCalabate2
Topobea sppCalima1
Topobea sppCalima2
Topobea sppCalima3
Topobea sppFPnet1
Topobea sppHachimal1
Topobea sppHuamani1
Topobea sppLaplanad1
Topobea sppMaquipuc1
Topobea sppMaquipuc2
Topobea sppMurri1
Topobea sppMurri2
Topobea sppMurri3
Topobea sppOsasiren1
Topobea sppRAINFOR1
Topobea sppRiomanso1
Topobea sppSietecue1
Topobea standleyi
Topobea subconnata
Toronia toru
Torralbasia cuneifolia
Torresea acreana
Torreya californica
Torreya nucifera
Torrubia pacurero
Toulicia elliptica
Toulicia guianensis
Toulicia patentinervis
Toulicia pulvinata
Toulicia reticulata
Toulicia sppFPnet1
Toulicia sppRAINFOR1
Toulicia sppTEAM1
Toulicia sppTEAM2
Toulicia sppTEAM3
Toulicia sppTEAM4
Tournefortia argentea
Tournefortia bicolor
Tournefortia maculata
Tournefortia microcalyx
Tournefortia sppAntado1
Tournefortia sppCerroelp1
Tournefortia sppCerroesp1
Tournefortia sppCochacas1
Tournefortia sppCuyas1
Tournefortia sppHuamani1
Tournefortia sppLaplanad1
Tournefortia sppRiachuel1
Tournefortia sppSabanaru1
Tournefortia sppUcumari1
Tournefortia ternifolia
Touroulia guianensis
Touroulia sppTEAM1
Tovomita acutiflora
Tovomita brasiliensis
Tovomita brevistaminea
Tovomita caloneura
Tovomita calophyllophylla
Tovomita cephalostigma
Tovomita choisyana
Tovomita excelsa
Tovomita grata
Tovomita guianensis
Tovomita krukovii
Tovomita laurina
Tovomita longifolia
Tovomita macrophylla
Tovomita mangle
Tovomita obovata
Tovomita paniculata
Tovomita riedeliana
Tovomita schomburgkiana
Tovomita speciosa
Tovomita sppAllpahua1
Tovomita sppAltodemi1
Tovomita sppAraracua1
Tovomita sppBOi1
Tovomita sppBelem1
Tovomita sppBerbicer1
Tovomita sppBerbicer2
Tovomita sppBilsa1
Tovomita sppCalima1
Tovomita sppCalima2
Tovomita sppCandamo1
Tovomita sppCedral1
Tovomita sppCedral2
Tovomita sppChirinos1
Tovomita sppFPnet1
Tovomita sppFarall1
Tovomita sppFarall2
Tovomita sppGF1
Tovomita sppGF10
Tovomita sppGF11
Tovomita sppGF2
Tovomita sppGF3
Tovomita sppGF4
Tovomita sppGF5
Tovomita sppGF6
Tovomita sppGF7
Tovomita sppGF8
Tovomita sppGF9
Tovomita sppHachimal1
Tovomita sppJenarohe1
Tovomita sppLaplanad1
Tovomita sppLaraya1
Tovomita sppLaraya2
Tovomita sppLinhares1
Tovomita sppMadidiri1
Tovomita sppMaquipuc1
Tovomita sppPE1
Tovomita sppRAINFOR1
Tovomita sppRiomanso1
Tovomita sppRionegro1
Tovomita sppSCA1
Tovomita sppTEAM1
Tovomita sppTEAM3
Tovomita sppTEAM4
Tovomita sppTambupl1
Tovomita sppUcumari1
Tovomita sppVE1
Tovomita sppVencer1
Tovomita sppVencer2
Tovomita sppVencer3
Tovomita sppVencer4
Tovomita spruceana
Tovomita stigmatosa
Tovomita stylosa
Tovomita tenuiflora
Tovomita umbellata
Tovomita weddeliana
Tovomita weddelliana
Tovomitopsis glauca
Tovomitopsis membranacea
Tovomitopsis morii
Tovomitopsis nicaraguensis
Tovomitopsis silvicola
Tovomitopsis sppAraracua1
Tovomitopsis sppCabezade1
Tovomitopsis sppCabezade2
Tovomitopsis sppCabezade3
Tovomitopsis sppConstanc1
Tovomitopsis sppCuevas1
Tovomitopsis sppFPnet1
Tovomitopsis sppFarall1
Tovomitopsis sppHuamani1
Tovomitopsis sppJenarohe1
Tovomitopsis sppJenarohe2
Tovomitopsis sppMishnfl1
Tovomitopsis sppShiringa1
Tovomitopsis sppTahuampa1
Tovomitopsis sppTambupl1
Tovomitopsis sppYanam11
Toxicodendron ambigua
Toxicodendron griffithii
Toxicodendron radicans
Toxicodendron sppBosquede1
Toxicodendron sppCN1
Toxicodendron striatum
Toxicodendron succedaneum
Toxicodendron succedeana
Toxicodendron trichocarpum
Toxocarpus villosus
Toxosiphon sppPE1
Toxosiphon trifoliatus
Trachea viridata
Trachelospermum asiaticum
Trachelospermum gracilipes
Trachelospermum jasminoides
Trachelospermum sppKhaoyai1
Trattinnickia aspera
Trattinnickia boliviana
Trattinnickia burserifolia
Trattinnickia demerarae
Trattinnickia glaziovii
Trattinnickia lawrancei
Trattinnickia peruviana
Trattinnickia rhoifolia
Trattinnickia sppConstanc1
Trattinnickia sppConstanc2
Trattinnickia sppFPnet1
Trattinnickia sppIndiana1
Trattinnickia sppJenarohe1
Trattinnickia sppJenarohe2
Trattinnickia sppJenarohe3
Trattinnickia sppJenarohe4
Trattinnickia sppLinhares1
Trattinnickia sppMiazi1
Trattinnickia sppMiazi2
Trattinnickia sppRAINFOR1
Trattinnickia sppRioheath1
Trattinnickia sppRionegro1
Trattinnickia sppRiotavar1
Trattinnickia sppSR1
Trattinnickia sppTEAM1
Treculia africana
Treculia obovoidea
Treculia sppCDi1
Treculia sppGA1
Tree broadleaf
Tree sppPalanan1
Tree sppPalanan2
Trema angustifolia
Trema guineensis
Trema integerrima
Trema lamarckianum
Trema micrantha
Trema micranthum
Trema orientalis
Trema sppRAINFOR1
Trema velutina
Tremula micrantha
Trevesia palmata
Trewia nudiflora
Triadica sebifera
Tricalysia biafrana
Tricalysia coriacea
Tricalysia crepiniana
Tricalysia discolor
Tricalysia dubia
Tricalysia elliotii
Tricalysia filiformi-stipulata
Tricalysia gossweileri
Tricalysia pallens
Tricalysia sppAnkarif1
Tricalysia sppBelinga1
Tricalysia sppBelinga2
Tricalysia sppCM1
Tricalysia sppFPnet1
Tricalysia sppGA1
Tricalysia sppGA2
Tricalysia sppMakokou21
Tricalysia sppPerinet1
Tricalysia sppPugu1
Tricalysia sppTEAM1
Trichadenia philippinensis
Trichilia acuminata
Trichilia adolfi
Trichilia americana
Trichilia areolata
Trichilia breviflora
Trichilia bullata
Trichilia casaretti
Trichilia casarettii
Trichilia catigua
Trichilia cipo
Trichilia clausseni
Trichilia claussenii
Trichilia diderechii
Trichilia dregeana
Trichilia elegans
Trichilia elsae
Trichilia euneura
Trichilia giganteum
Trichilia gilgiana
Trichilia gillettii
Trichilia glabra
Trichilia havanensis
Trichilia heudelotii
Trichilia hirta
Trichilia hispida
Trichilia inaequilatera
Trichilia lagoensis
Trichilia laxipaniculata
Trichilia lepidota
Trichilia martiana
Trichilia martineaui
Trichilia maynasiana
Trichilia megalantha
Trichilia micrantha
Trichilia micropetala
Trichilia minutiflora
Trichilia monadelpha
Trichilia montana
Trichilia moschata
Trichilia ornithothera
Trichilia pachypoda
Trichilia pallens
Trichilia pallida
Trichilia pittieri
Trichilia pleeana
Trichilia poeppigiana
Trichilia poeppigii
Trichilia prieuriana
Trichilia propinqua
Trichilia pseudostipularis
Trichilia quadrijuga
Trichilia ramalhoi
Trichilia rolfoi
Trichilia rubescens
Trichilia rubra
Trichilia schomburgkii
Trichilia septentrionalia
Trichilia septentrionalis
Trichilia silvatica
Trichilia singularis
Trichilia solitudinis
Trichilia sppAraracua2
Trichilia sppAraracua3
Trichilia sppBO1
Trichilia sppBRi1
Trichilia sppBanyong1
Trichilia sppCDi1
Trichilia sppCM1
Trichilia sppCR1
Trichilia sppCandamo1
Trichilia sppCedral1
Trichilia sppCerroelp1
Trichilia sppChaquima1
Trichilia sppColosoi1
Trichilia sppColosoi2
Trichilia sppConstanc1
Trichilia sppConstanc2
Trichilia sppCuangos1
Trichilia sppCuevas1
Trichilia sppFPnet1
Trichilia sppGA1
Trichilia sppGA2
Trichilia sppGF1
Trichilia sppGT1
Trichilia sppGentry1
Trichilia sppJejuimi1
Trichilia sppLaselva1
Trichilia sppLoshaiti1
Trichilia sppMadidiri1
Trichilia sppManaus1
Trichilia sppManaus2
Trichilia sppMiazi1
Trichilia sppNangarit1
Trichilia sppNangarit2
Trichilia sppNangarit3
Trichilia sppNdakani1
Trichilia sppNdakanni1
Trichilia sppNdakanni2
Trichilia sppNuevomun1
Trichilia sppNuevomun2
Trichilia sppOsasiren1
Trichilia sppOsasiren2
Trichilia sppOsasiren3
Trichilia sppOsasiren4
Trichilia sppPE1
Trichilia sppRAINFOR1
Trichilia sppSCA1
Trichilia sppSR1
Trichilia sppSantotom1
Trichilia sppSantotom2
Trichilia sppTEAM1
Trichilia sppTEAM2
Trichilia sppTEAM3
Trichilia sppTamboall1
Trichilia sppTamboall2
Trichilia sppTamboall3
Trichilia sppTamboall4
Trichilia sppTamboall5
Trichilia sppTutunend1
Trichilia sppVarirata1
Trichilia sppVarirata2
Trichilia sppYanam11
Trichilia stipitata
Trichilia surinamensis
Trichilia surumuensis
Trichilia tenuiramea
Trichilia tessmannii
Trichilia thomsonii
Trichilia trifolia
Trichilia tuberculata
Trichilia welwitschii
Trichipteris conjugata
Trichipteris nigra
Trichipteris nigripes
Trichipteris procera
Trichipteris trichiata
Trichosanthes cucumerina
Trichoscypha abut
Trichoscypha acuminata
Trichoscypha arborea
Trichoscypha beguei
Trichoscypha blydeniae
Trichoscypha cavalliensis
Trichoscypha lucens
Trichoscypha mannii
Trichoscypha oddonii
Trichoscypha patens
Trichoscypha preussii
Trichoscypha reygaertii
Trichoscypha sppCDi1
Trichoscypha sppFPnet1
Trichoscypha sppGA1
Trichoscypha sppGHA1
Trichoscypha sppKorup1
Trichoscypha sppNdakani1
Trichoscypha sppNdakanni1
Trichoscypha sppNdakanni2
Trichoscypha sppTEAM1
Trichoscypha sppTEAM2
Trichoscypha sppTEAM3
Trichoscypha submontana
Trichospermum calyculatum
Trichospermum galeottii
Trichospermum grewiifolium
Trichospermum involucratum
Trichospermum ledermannii
Trichospermum mexicanum
Trichospermum pleiostigma
Trichospermum sppPacific1
Trichostigma octandra
Trichostigma sppCutervo1
Trichostigma sppGentry1
Trichostigma sppPerromue1
Triclisia dictyophylla
Triclisia gilletii
Triclisia patens
Triclisia sacleuxii
Triclisia sppAnkarif1
Triclisia sppAnkarif2
Tridesmostemon bipendensis
Tridesmostemon claessensii
Tridesmostemon omphalocarpoides
Trigonia boliviensis
Trigonia eriosperma
Trigonia sppCamorin1
Trigonia sppChaquima1
Trigonia sppColosoi1
Trigoniastrum hypoleucum
Trigonobalanus excelsa
Trigonopleura malayana
Trigonostemon sumatranus
Trigynaea cinnamomea
Trigynaea duckei
Trigynaea ecuadorensis
Trigynaea sppAraracua1
Trigynaea sppGentry1
Trigynaea sppRAINFOR1
Trigynaea sppSucusari1
Trigynaea sppTEAM1
Trigynaea sppTamboall1
Trilepisium madagascariensis
Trilepisium mildbraedii
Trilepisium sppAnkarif1
Trilepisium sppPerinet1
Trimenia neocaledonica
Triomma malaccensis
Triphasia trifolia
Triplaris americana
Triplaris caracasana
Triplaris cumingiana
Triplaris dugandii
Triplaris mela
Triplaris melaenodendron
Triplaris peruviana
Triplaris poeppigiana
Triplaris setosa
Triplaris sppCandamo1
Triplaris sppChaquima1
Triplaris sppColosoi1
Triplaris sppCuzcoama1
Triplaris sppEsmerald1
Triplaris sppFPnet1
Triplaris sppGentry1
Triplaris sppNangarit1
Triplaris sppRAINFOR1
Triplaris sppSantacru1
Triplaris sppSantotom1
Triplaris surinamensis
Triplochiton scleroxylon
Triplochlamys sppSCA1
Tristaniopsis burmanica
Tristellateia sppPerinet1
Tristiriopsis acutangula
Tristiropsis obtusangula
Trithrinax brasiliensis
Triumfetta calderonii
Trivalvaria macrophylla
Trochocarpa laurina
Trophis caucana
Trophis involucrata
Trophis mexicana
Trophis racemosa
Trophis scandens
Trophis soroceatrophoides
Trophis sppCerroelp1
Trophis sppConstanc1
Trophis sppCueva1
Trophis symplacos
Trymatococcus amazonicus
Trymatococcus oligandrus
Trymatococcus paraensis
Trymatococcus sppGF1
Trymatococcus sppRAINFOR1
Tsuga canadensis
Tsuga caroliniana
Tsuga dumosa
Tsuga heterophylla
Tsuga mertensiana
Tsuga sppCAi1
Tsuga sppDE1
Tsuga sppDK1
Tsuga sppUS1
Turbina abutiloides
Turbina corymbosa
Turillia vitiensis
Turpinia heterophylla
Turpinia insignis
Turpinia montana
Turpinia occidentalis
Turpinia paniculata
Turpinia pentandra
Turpinia sppFarall1
Turpinia sppGentry1
Turpinia sppHachimal1
Turpinia sppKhaoyai1
Turpinia sppVarirata1
Turraea sppTEAM1
Turraeanthus africanus
Turraeanthus mannii
Turrea sppAUi1
Turrillia lutea
Turrillia vitiensis
Tynanthus fasciculatus
Tynanthus panurensis
Tynanthus polyanthus
Tynanthus pubescens
Tynanthus schumannianus
Tynanthus sppShiringa1
Uapaca acuminata
Uapaca corbisieri
Uapaca esculenta
Uapaca guineensis
Uapaca heudelotii
Uapaca paludosa
Uapaca sppBanyong1
Uapaca sppBanyong2
Uapaca sppCD1
Uapaca sppCM1
Uapaca sppFPnet1
Uapaca sppGA1
Uapaca sppSL1
Uapaca sppTEAM1
Uapaca staudtii
Uapaca vanhouttei
Ulex europaeus
Ulmaceae sppVN1
Ulmus alata
Ulmus americana
Ulmus campestris
Ulmus carpinifolia
Ulmus crassifolia
Ulmus davidiana
Ulmus glabra
Ulmus laciniata
Ulmus laevis
Ulmus macrocarpa
Ulmus minor
Ulmus montana
Ulmus parvifolia
Ulmus pumila
Ulmus rubra
Ulmus scabra
Ulmus serotina
Ulmus sppCN1
Ulmus sppDE1
Ulmus sppDEii1
Ulmus sppDK1
Ulmus sppEU1
Ulmus sppIT1
Ulmus sppNL1
Ulmus sppPLiv1
Ulmus sppUS1
Ulmus sppVN1
Ulmus thomasii
Umbellularia californica
Umus glabra
Uncaria africana
Uncaria gambir
Uncaria guianensis
Uncaria sppEncanto1
Uncaria sppGenting1
Uncaria sppGenting2
Uncaria sppKhaoyai1
Uncaria sppKhaoyai2
Uncaria sppMakokou21
Uncaria sppPasoh401
Uncaria sppVarirata1
Uncaria sppYanam11
Uncaria talbotii
Uncaria tomentosa
Unonopsis aviceps
Unonopsis bahiensis
Unonopsis diospyros
Unonopsis duckei
Unonopsis floribunda
Unonopsis glaucopetala
Unonopsis gracilis
Unonopsis guatterioides
Unonopsis hammelii
Unonopsis lindmanii
Unonopsis magnifolia
Unonopsis mathewsii
Unonopsis matthewsii
Unonopsis osae
Unonopsis perrottetii
Unonopsis peruviana
Unonopsis pittieri
Unonopsis rufescens
Unonopsis spectabilis
Unonopsis sppAllpahua1
Unonopsis sppAllpahua2
Unonopsis sppAraracua1
Unonopsis sppBelem1
Unonopsis sppBilsa1
Unonopsis sppCR1
Unonopsis sppCR2
Unonopsis sppCuzcoama1
Unonopsis sppCuzcoama2
Unonopsis sppCuzcoama3
Unonopsis sppCuzcoama4
Unonopsis sppFPnet1
Unonopsis sppGF1
Unonopsis sppGentry1
Unonopsis sppHuamani1
Unonopsis sppHumboldt1
Unonopsis sppIndiana1
Unonopsis sppIndiana2
Unonopsis sppIndiana3
Unonopsis sppJenarohe1
Unonopsis sppLaraya1
Unonopsis sppLaselva1
Unonopsis sppMadidi1
Unonopsis sppMadidi2
Unonopsis sppMagsasay1
Unonopsis sppMishnfl2
Unonopsis sppMurri1
Unonopsis sppNangarit1
Unonopsis sppOsasiren1
Unonopsis sppPE1
Unonopsis sppPipeline1
Unonopsis sppRAINFOR1
Unonopsis sppRanchoqu1
Unonopsis sppRionegro1
Unonopsis sppRiotavar1
Unonopsis sppTEAM1
Unonopsis sppTambo1
Unonopsis sppTamboall1
Unonopsis sppTutunend1
Unonopsis sppYanam11
Unonopsis stipitata
Unonopsis theobromifolia
Unonopsis veneficiorum
Unonopsis williamsii
Urbanolophium nunezii
Urceola javanica
Urera acuminata
Urera alcaeafolia
Urera baccifera
Urera cameroonensis
Urera capitata
Urera caracasana
Urera eggersii
Urera elata
Urera nitida
Urera sppAnkarif1
Urera sppBOi1
Urera sppBRii1
Urera sppCerroesp1
Urera sppCerroolu1
Urera sppChamela21
Urera sppChamela41
Urera sppCuangos1
Urera sppCueva1
Urera sppEncanto1
Urera sppFPnet1
Urera sppGentry1
Urera sppLagenoa1
Urera sppLoshaiti1
Urera sppRAINFOR1
Urera sppTEAM1
Urera sppTamblat21
Uribea sppRAINFOR1
Uribea tamarindoides
Urophyllum glabrum
Urophyllum hirsutum
Urtica sppVE1
Urticaceae sppGF1
Urticaceae sppIN1
Urvillea sppColorado1
Urvillea sppQuiapaca1
Urvillea uniloba
Uvaria afzelii
Uvaria combretifolia
Uvaria goezeana
Uvaria laurentii
Uvaria lutescens
