,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
49,36820,35.2406,-77.1309,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
50,36820,36.1506,-76.9703,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
51,36820,30.684,-88.7733,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
52,36820,32.3166,-88.0774,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
53,36820,31.8884,-87.3012,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
54,36820,31.7278,-88.0774,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
55,36820,30.684,-86.2574,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
56,36820,35.6956,-76.5957,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
57,36820,33.8957,-79.0847,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
58,36820,31.1925,-87.8633,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
59,36820,29.3726,-82.564,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
60,36820,33.4942,-79.4862,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
61,36820,36.7929,-76.8365,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
62,36820,29.8276,-82.9387,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
63,36820,29.3726,-81.6808,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
64,36820,29.9882,-81.7343,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
65,36820,30.3896,-81.7343,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
66,36820,31.0587,-82.1358,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
67,36820,32.2096,-81.3061,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
68,36820,31.7546,-90.7806,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
69,36820,32.7716,-80.6905,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
70,36820,32.9054,-80.1285,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
71,36820,33.2266,-81.092,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
72,36820,31.1658,-88.7465,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
73,36820,31.1658,-81.7343,Cornaceae,Nyssa,sylvatica,Biomass=0+0*(DBH^2)+2.5179*((DBH^2)^(1.16725)),in2,1,119,NA,lb,Temperate coniferous forests,Whole tree (above stump)
75,36826,44.8831,-68.6719,Aceraceae,Acer,rubrum,log Biomass=0.9392+0*(DBH)+2.3804*(log((DBH)^(1))),in,1,26,log,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
76,36882,1.05,116.3166667,Verbenaceae,Geunsia,pentandra,(-2.89)+(2.62*(log(DBH))),cm,3.4,16.2,log,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
79,36890,5.4091,-2.6461,Mucoraceae,Tieghemella,heckelii,Biomass=0.10649*(DBH)^(2.5759),cm,6,180,NA,kg,Tropical and subtropical moist broadleaf forests,Total Aboveground Biomass
80,36891,-3.106409,-60.02643,Unknown,Unknown,unknown,Biomass=0.1063*(DBH)^(2.6724),cm,5,33,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+branches
81,36893,41.4941,-71.5828,Aceraceae,Acer,rubrum,log Biomass=0.10594+0*(DBH)+2.33968*(log((DBH)^(1))),in,3,12,log,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
82,36895,-5.3,32.9667,Unknown,All,All,Biomass=0.1054*(DBH)^(2.4809),cm,1,95,NA,kg,"Tropical and subtropical grasslands, savannas, and shrublands",Above ground
83,36958,45.4972,-89.2585,Betulaceae,Betula,papyrifera,log Biomass=-2.474+0*(DBH)+2.555*(LOG((DBH)^(1))),cm,4,26,log,kg,Temperate broadleaf and mixed forests,Whole tree (aboveground)
84,36968,44.8831,-68.6719,Betulaceae,Alnus,spp.,log Biomass=0.7164+0*(DBH)+2.2087*(log((DBH)^(1))),in,1,3,log,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
88,36998,57.575924,-103.345058,Salicaceae,Populus,balsamifera,Biomass=-19.78931+(4.01599*(DBH))-0.05686*((DBH)^(2))+0.00744*((DBH)^(3)),cm,5,35,NA,kg,Boreal forest/taigas,Whole tree (aboveground)
89,37005,22.001,-159.4302,Myrtaceae,Eucalyptus,grandis,log Biomass=-2.683+0*(DBH)+2.438*(LOG((DBH)^(1))),cm,1,10,log,kg,Tropical and subtropical moist broadleaf forests,Whole tree (aboveground)
90,37005,19.4412,-155.0916,Myrtaceae,Eucalyptus,grandis,log Biomass=-2.683+0*(DBH)+2.438*(LOG((DBH)^(1))),cm,1,10,log,kg,Tropical and subtropical moist broadleaf forests,Whole tree (aboveground)
91,37010,49.7101,-122.9245,Pinaceae,Tsuga,mertensiana,Biomass= -1904.55+6526.13*(DBH),cm,44,76,NA,kg,Temperate coniferous forests,Whole tree (above stump)
92,37010,49.3732,-122.5191,Pinaceae,Tsuga,mertensiana,Biomass= -1904.55+6526.13*(DBH),cm,44,76,NA,kg,Temperate coniferous forests,Whole tree (above stump)
93,37029,47.85,-68.3333,Cupressaceae,Thuja,occidentalis,Biomass=0+0*(DBH)+0.1148*((DBH)^(2.1439)),cm,2,30,NA,kg,Boreal forest/taigas,Whole tree (aboveground)
94,37032,41.312521,-101.879768,Salicaceae,Populus,tremuloides,Biomass=0+0*(DBH)+0.1231*((DBH)^(2.242)),cm,3,36,NA,kg,"Temperate grasslands, savannas, and shrublands",Whole tree (above stump)
95,37033,37.4348,-88.669,Fabaceae,Olneya,tesota,Biomass=0+0*(DBH)+0.12147*((DBH)^(2.4777)),cm,4,50,NA,kg,Temperate broadleaf and mixed forests,Whole tree (above stump)
103,37056,NA,NA,Fagaceae,Quercus,sp,(0.089*(DBH)^2.5226),cm,7.3,62.5,NA,kg,NA,Whole tree (aboveground)
104,37058,-12.75333,-56.916666,Fabaceae,Hymenolobium,nitidum,log Biomass=-3.355+2.578*LOG((DBH)),cm,5,124,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches+stump
105,37058,-6.166666,-52.716666,Fabaceae,Hymenolobium,nitidum,log Biomass=-3.355+2.578*LOG((DBH)),cm,5,124,log,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches+stump
106,37066,19.8333,-155.15,Fabaceae,Albizia,falcataria,log Biomass=-1.4709+0*(DBH)+1.3323*(LOG((DBH)^(1))),cm,3,26,log,kg,Tropical and subtropical moist broadleaf forests,Whole tree (aboveground)
110,37127,-7.81,110.37,Lamiaceae,Tectona,grandis,0.370*((DBH)^2.125),cm,5.1,27.1,NA,kg,Tropical and subtropical moist broadleaf forests,Aboveground biomass
111,37137,44.5167,-123.8667,Pinaceae,Pseudotsuga,menziesii,log Biomass=-2.1253+0*(DBH)+2.2985*(LOG((DBH)^(1))),cm,9,26,log,kg,Temperate coniferous forests,Whole tree (above stump)
112,37156,6.088611,-73.132361,Fagaceae,Quercus,humboldtii,Biomass=-5.864+0.906*(DBH)^(2),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
115,37229,45.375,127.534,Juglandaceae,Juglans,Mandshurica Maxim.,2.273+2.308*(Log10(DBH)),cm,1.2,45.5,Log10,kg,Temperate broadleaf and mixed forests,total biomass
117,37250,30.0684,-83.3669,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
118,37250,34.1901,-78.2818,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
119,37250,34.8324,-77.345,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
120,37250,35.2406,-77.1309,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
121,37250,36.1506,-76.9703,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
122,37250,30.684,-88.7733,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
123,37250,32.3166,-88.0774,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
124,37250,31.8884,-87.3012,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
125,37250,31.7278,-88.0774,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
126,37250,30.684,-86.2574,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
127,37250,35.6956,-76.5957,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
128,37250,33.8957,-79.0847,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
129,37250,31.1925,-87.8633,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
130,37250,29.3726,-82.564,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
131,37250,33.4942,-79.4862,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
132,37250,36.7929,-76.8365,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
133,37250,29.8276,-82.9387,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
134,37250,29.3726,-81.6808,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
135,37250,29.9882,-81.7343,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
136,37250,30.3896,-81.7343,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
137,37250,31.0587,-82.1358,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
138,37250,32.2096,-81.3061,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
139,37250,31.7546,-90.7806,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
140,37250,32.7716,-80.6905,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
141,37250,32.9054,-80.1285,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
142,37250,33.2266,-81.092,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
143,37250,31.1658,-88.7465,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
144,37250,31.1658,-81.7343,Oleaceae,Fraxinus,pennsylvanica,Biomass=0+0*(DBH^2)+2.669*((DBH^2)^(1.16332)),in2,1,119,NA,lb,Temperate coniferous forests,Stem + branches (live)
145,37251,39.6736,-79.7932,Fagaceae,Quercus,coccinea,Biomass=0+0*(DBH)+2.65743*((DBH)^(2.43948)),in,2,16,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
146,37253,41.312521,-101.879768,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.62288*((DBH^2)^(1.21132)),in2,2,20,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
147,37255,41.312521,-101.879768,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.64377*((DBH^2)^(1.22458)),in2,1,21,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
148,37256,33.2404,-83.5433,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
149,37256,33.3415,-83.0448,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
150,37256,33.4156,-83.6376,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
151,37256,33.6177,-83.3412,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
152,37256,33.6244,-83.6713,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
153,37256,33.5331,-84.4072,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
154,37256,36.0875,-79.178,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
155,37256,36.2155,-78.9153,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
156,37256,36.5119,-78.6054,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
157,37256,33.7952,-84.4316,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
158,37256,33.3415,-83.3278,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
159,37256,32.8901,-83.0314,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
160,37256,34.0847,-85.3184,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
161,37256,36.815,-78.9759,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
162,37256,32.9709,-82.6339,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
163,37256,34.6416,-81.7177,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
164,37256,34.3924,-81.2562,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
165,37256,34.8606,-81.364,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
166,37256,35.1806,-81.4988,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
167,37256,35.0425,-80.3973,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
168,37256,37.3068,-79.1376,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
169,37256,33.5031,-82.836,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.6723*((DBH^2)^(1.18311)),in2,125,253,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
170,37257,41.312521,-101.879768,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+2.67148*((DBH^2)^(1.23601)),in2,1,21,NA,lb,"Temperate grasslands, savannas, and shrublands",Whole tree (aboveground)
171,37268,39.2011,-82.6561,Fagaceae,Quercus,velutina,log10 Biomass=1.3069+1.3593*(log10((DBH)^(2))),cm,1,8,log10,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
172,37296,4.83776,-73.90108,Myrsinaceae,Myrsine,dependens,Biomass=(0.975099+0.583677*(DBH))^(2),cm,10,50,NA,kg,Montane grasslands,Stem+bark+leaves+branches
173,37297,44.8831,-68.6719,Oleaceae,Fraxinus,nigra,log Biomass=6.9465+1.7377*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
174,37340,50.1365,9.574,Pinaceae,Picea,abies,Biomass=-60.55702+5.46558*(DBH)^2,cm,11,27,NA,kg,Temperate broadleaf and mixed forests,Complete tree (aboveground - excluded fruits)
175,37343,44.8831,-68.6719,Rosaceae,Prunus,pensylvanica,log Biomass=6.9902+1.3066*(log((DBH))),in,0.1,1,log,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
176,37359,35.212,-83.4217,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+5.2879*((DBH^2)^(1.07581)),in2,144,282,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
177,37359,35.8022,-82.3452,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+5.2879*((DBH^2)^(1.07581)),in2,144,282,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
178,37359,34.766,-84.1435,Aceraceae,Acer,rubrum,Biomass=0+0*(DBH^2)+5.2879*((DBH^2)^(1.07581)),in2,144,282,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
179,37366,-0.6892,36.4587,Asteraceae,Tarchonanthus,camphoratus,Biomass=0.1646*(DBH)^2-0.0822*(DBH),cm,2,28,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground woody biomass
180,37375,5.4091,-2.6461,Urticaceae,Cecropia,peltata,Biomass=0.16502*(DBH)^(2.3351),cm,3,170,NA,kg,Tropical and subtropical moist broadleaf forests,Total Aboveground Biomass
181,37399,33.2404,-83.5433,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
182,37399,33.3415,-83.0448,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
183,37399,33.4156,-83.6376,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
184,37399,33.6177,-83.3412,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
185,37399,33.6244,-83.6713,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
186,37399,33.5331,-84.4072,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
187,37399,36.0875,-79.178,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
188,37399,36.2155,-78.9153,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
189,37399,36.5119,-78.6054,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
190,37399,33.7952,-84.4316,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
191,37399,33.3415,-83.3278,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
192,37399,32.8901,-83.0314,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
193,37399,34.0847,-85.3184,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
194,37399,36.815,-78.9759,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
195,37399,32.9709,-82.6339,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
196,37399,34.6416,-81.7177,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
197,37399,34.3924,-81.2562,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.12752*((DBH^2)^(1.2767)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Stem + branches (live)
