"","ID_list","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"2650","ID2650",45757,35.8022,-82.3452,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+3.80734*((DBH^2)^(1.16711))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.967985578174,1076.15427520325,1416.69309217383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651","ID2651",45757,34.766,-84.1435,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+3.80734*((DBH^2)^(1.16711))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.967985578174,1076.15427520325,1416.69309217383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652","ID2652",45764,42.35,128.133,"Temperate broadleaf and mixed forests","exp(-3.503+3.015*log((DBH)))",3.85532498624073,6.68024590984874,10.6325398853055,15.9031348181097,22.6833709931269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2653","ID2653",45795,35.212,-83.4217,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.494693293626,130.362092350676,149.722888885433,170.603034960358,193.027410518795,217.019923830492,242.603597803037,269.800644748037,298.632531617024,329.120037295533,361.283303222068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2654","ID2654",45795,35.8022,-82.3452,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.494693293626,130.362092350676,149.722888885433,170.603034960358,193.027410518795,217.019923830492,242.603597803037,269.800644748037,298.632531617024,329.120037295533,361.283303222068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655","ID2655",45795,34.766,-84.1435,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29408*((DBH^2)^(1.14203))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.494693293626,130.362092350676,149.722888885433,170.603034960358,193.027410518795,217.019923830492,242.603597803037,269.800644748037,298.632531617024,329.120037295533,361.283303222068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656","ID2656",45796,33.2404,-83.5433,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657","ID2657",45796,33.3415,-83.0448,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658","ID2658",45796,33.4156,-83.6376,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659","ID2659",45796,33.6177,-83.3412,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","ID2660",45796,33.6244,-83.6713,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","ID2661",45796,33.5331,-84.4072,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662","ID2662",45796,36.0875,-79.178,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","ID2663",45796,36.2155,-78.9153,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664","ID2664",45796,36.5119,-78.6054,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","ID2665",45796,33.7952,-84.4316,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","ID2666",45796,33.3415,-83.3278,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667","ID2667",45796,32.8901,-83.0314,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","ID2668",45796,34.0847,-85.3184,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","ID2669",45796,36.815,-78.9759,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","ID2670",45796,32.9709,-82.6339,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671","ID2671",45796,34.6416,-81.7177,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","ID2672",45796,34.3924,-81.2562,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","ID2673",45796,34.8606,-81.364,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","ID2674",45796,35.1806,-81.4988,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675","ID2675",45796,35.0425,-80.3973,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","ID2676",45796,37.3068,-79.1376,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","ID2677",45796,33.5031,-82.836,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+4.29269*((DBH^2)^(1.12622))",NA,NA,NA,NA,NA,NA,NA,NA,77.022899659218,91.0152010078818,106.317387287879,122.952485822104,140.942401902712,160.308038898833,181.069399299772,203.245670598886,226.855298961747,251.916052933309,278.445078936042,306.458949937911,335.973708388127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","ID2679",45823,34.7378,-82.8413,"Temperate broadleaf and mixed forests","log10 Biomass=-1.1575+2.5641*(LOG10((DBH)^(1)))",NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4347731524834,72.1299443870693,85.1106774838749,99.4246519395527,115.11826362381,132.23673210266,150.82419356386,170.923781928892,192.577700166236,215.827283397789,240.713055071281,267.274777227552,426.566366109555,633.351600727491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","ID2682",45912,-7.09,107.67,"Tropical and subtropical moist broadleaf forests","0.1995*((DBH)^2.1479)",6.32791406001325,9.36125274023749,13.0355386058333,17.3656035922915,22.3645614294108,28.0441899495252,34.4151960952007,41.4874076232609,49.2699165210989,57.7711892559416,66.999153453933,76.9612673484004,87.6645763269524,99.1157596193569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","ID2684",45939,33.1088,-88.5894,"Temperate broadleaf and mixed forests","log10 Biomass=0.2745+2.3763*(log10((DBH)^(1)))",NA,NA,NA,NA,NA,NA,27.7855117010495,34.1676694129797,41.3257314874799,49.2834398345052,58.0634210275528,67.6873133288421,78.175871843569,89.5490566891169,101.826107752032,115.025608698481,129.165542262542,144.26333837384,160.335916345917,177.399722092719,195.47076114806,301.467291477817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","ID2685",45939,33.3887,-88.9027,"Temperate broadleaf and mixed forests","log10 Biomass=0.2745+2.3763*(log10((DBH)^(1)))",NA,NA,NA,NA,NA,NA,27.7855117010495,34.1676694129797,41.3257314874799,49.2834398345052,58.0634210275528,67.6873133288421,78.175871843569,89.5490566891169,101.826107752032,115.025608698481,129.165542262542,144.26333837384,160.335916345917,177.399722092719,195.47076114806,301.467291477817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","ID2686",45939,33.165,-89.0179,"Temperate broadleaf and mixed forests","log10 Biomass=0.2745+2.3763*(log10((DBH)^(1)))",NA,NA,NA,NA,NA,NA,27.7855117010495,34.1676694129797,41.3257314874799,49.2834398345052,58.0634210275528,67.6873133288421,78.175871843569,89.5490566891169,101.826107752032,115.025608698481,129.165542262542,144.26333837384,160.335916345917,177.399722092719,195.47076114806,301.467291477817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","ID2687",46051,1.05,116.3166667,"Tropical and subtropical moist broadleaf forests","(-2.42)+(2.39*(log(DBH)))",4.16433504877216,6.43856140892464,9.30661331184979,12.8053785849517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","ID2690",46094,6.088611,-73.132361,"Tropical and subtropical moist broadleaf forests","Biomass=-297.408+98.2304*SQRT((DBH))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.74024354579,163.333416253759,173.688448867618,183.820714458977,193.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","ID2695",46185,44.9658,-63.3932,"Temperate broadleaf and mixed forests","log Biomass=-2.0045+0*(DBH)+2.3634*(LOG((DBH)^(1)))",6.04508510319712,9.30120842205677,13.3894093342574,18.3577557082172,24.2500957559926,31.1068984214356,38.9658525805217,47.8623113888834,57.8296321592558,68.8994429314958,81.1018559269032,94.465641477739,109.018371875461,124.78654187892,141.795670807713,160.070389892401,179.634517667743,200.511125556506,222.722595322483,246.290669721373,271.236497413119,417.335265102192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","ID2696",46254,6.088611,-73.132361,"Tropical and subtropical moist broadleaf forests","Biomass=exp(2.470+0.108*(DBH))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.205561992699,127.230448848561,141.740794684248,157.906012747272,175.914837484065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","ID2700",46351,35.212,-83.4217,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404))",NA,NA,NA,NA,NA,NA,NA,NA,61.4496089382368,74.8842411933589,90.019109087816,106.934437013288,125.708690425011,146.418721176695,169.139893038329,193.946191047924,220.910317518826,250.103776915354,281.596951354757,315.459168148684,351.758760532153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","ID2701",46351,35.8022,-82.3452,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404))",NA,NA,NA,NA,NA,NA,NA,NA,61.4496089382368,74.8842411933589,90.019109087816,106.934437013288,125.708690425011,146.418721176695,169.139893038329,193.946191047924,220.910317518826,250.103776915354,281.596951354757,315.459168148684,351.758760532153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","ID2702",46351,34.766,-84.1435,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.73738*((DBH^2)^(1.33404))",NA,NA,NA,NA,NA,NA,NA,NA,61.4496089382368,74.8842411933589,90.019109087816,106.934437013288,125.708690425011,146.418721176695,169.139893038329,193.946191047924,220.910317518826,250.103776915354,281.596951354757,315.459168148684,351.758760532153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","ID2703",46355,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","ID2704",46355,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","ID2705",46355,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","ID2706",46355,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","ID2707",46355,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","ID2708",46355,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","ID2709",46355,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.72982*((DBH^2)^(1.27422))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.959665098452,627.963522582233,882.517679417527,1191.4684552054,1558.44962174831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
